id,bonus_payment,choiceB,rand_long_short_order,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,a3Col,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10,view11,age,sex,student,df
fd1655bfbb8199b4d08fb377,0.30,1,short_first,choice_first,4,3,5,2,580,Orange,0.3,1,95,0,5,10,0,90,7,A,1,1,11.393,6.096,1.901,1.623,2.299,1.798,1.57,1.212,1.052,1.26,1.231,52,Female,No,v21
e20c13320fcd8fbf712dfe59,0.00,0,short_first,beliefs_first,5,5,4,4,687,Blue,1.5,1.3,30,0,70,50,0,50,6,A,1,1,12.036,4.584,3.333,1.884,4.435,2.069,1.859,1.891,3.063,2.279,2.201,54,Male,No,v21
d5631a5e02ce4227f2f39566,1.48,1,short_first,choice_first,4,3,4,3,757,Blue,1,1.2,34,33,33,34,33,33,6,B,1,1,10.998,7.683,4.582,7.586,5.648,4.344,6.845,3.465,3.211,4.403,3.333,66,Male,No,v21
87398a1658ab81f53212931a,2.07,0,short_first,choice_first,2,1,5,4,747,Blue,1,2,5,5,90,10,5,85,5,A,1,1,9.615,4.845,5.031,4.057,4.231,2.14,2.586,2.378,2.46,1.919,1.67,64,Female,DATA_EXPIRED,v21
a73554621d505003811b86cf,0.88,1,short_first,choice_first,5,3,5,1,741,Orange,0.9,1.4,40,10,50,25,10,65,7,A,1,1,22.167,8.314,5.976,6.931,3.053,7.085,6.008,5.007,3.466,5.708,3.65,58,Male,No,v21
148e76a10a047fd69953da27,0.00,0,short_first,beliefs_first,4,3,4,4,833,Orange,1.8,2,30,21,49,30,50,20,6,B,1,1,2.117,13.056,3.715,2.868,2.97,4.751,1.496,1.983,0.701,1.172,2.139,53,Male,No,v21
1a5974b629839818f17da72e,0.88,1,short_first,choice_first,3,4,4,2,643,Orange,1,2,50,10,40,10,10,80,6,B,1,1,24.519,3.738,5.345,2.775,2.804,2.544,2.38,1.613,1.821,3.613,1.726,34,Male,No,v21
cc9884db1e27858f01bfa4dc,0.00,0,short_first,beliefs_first,5,2,3,3,851,Orange,1,1,30,20,50,25,35,40,7,A,1,1,2.211,4.391,2.852,0.651,0.794,1.119,15.457,2.081,0.633,0.125,0.56,75,Male,No,v21
db44846e3d83c45fe22d8664,0.00,1,short_first,beliefs_first,4,2,4,4,233,Orange,1.78,2,80,10,10,50,20,30,5,B,1,1,3.52,1.517,1.069,0.788,1.335,1.101,0.614,0.524,0.778,0.819,0.502,23,Female,No,v21
4c228112c81856a8a39cc737,1.30,0,short_first,choice_first,5,3,3,3,542,Blue,2,1.5,30,50,20,50,30,20,7,B,1,1,6.25,4.754,2.3,3.29,2.64,1.287,0.886,0.8,0.671,0.846,0.918,28,Male,DATA_EXPIRED,v21
449dfaee27a093b028d8e01a,1.05,1,short_first,choice_first,4,1,5,5,819,Blue,0.88,1,20,30,50,10,40,50,6,A,1,1,31.031,36.727,18.814,18.18,13.78,16.085,10.778,5.783,7.595,4.92,2.681,60,Female,No,v21
3cccbd9e4519ff9dad1954ea,0.05,0,short_first,choice_first,3,2,4,3,941,Orange,1,2,60,20,20,20,20,60,4,B,1,1,5.669,6.646,3.907,4.04,3.804,3.739,2.404,2.59,2.602,3.257,6.124,29,Male,No,v21
dc6324023b33d485749692bf,2.00,1,short_first,beliefs_first,2,2,4,4,360,Orange,0.9,1.5,80,1,19,20,1,79,6,A,1,1,10.455,4.437,2.585,2.768,2.501,2.174,2.822,2.201,1.7,3.946,2.347,40,Female,DATA_EXPIRED,v21
4cc239531bba5fc680d9ede2,1.88,0,short_first,choice_first,2,2,5,4,689,Orange,1.9,1.4,15,5,80,20,5,75,5,A,1,1,8.001,9.759,4.818,3.803,1.449,2.175,1.004,0.817,0.657,0.729,0.654,40,Male,No,v21
7269dbb5ef8c2e835889d7fe,1.88,1,short_first,choice_first,2,3,3,4,714,Orange,1,2,60,20,20,20,20,60,7,A,1,1,12.802,7.707,2.658,2.838,1.883,0.914,1.794,0.759,1.021,0.678,0.801,33,Male,No,v21
05e419e13345dfa111861cd2,0.00,0,short_first,beliefs_first,2,2,5,5,452,Blue,1.5,1.7,35,20,45,12,35,53,3,A,1,1,11.527,8.585,4.866,3.487,3.042,8.347,4.873,5.369,2.755,6.926,3.468,32,Female,Yes,v21
2edaf84e05a9b29d542b299b,2.00,0,short_first,beliefs_first,4,3,4,3,435,Orange,1.68,1.71,20,0,80,18,0,82,5,B,1,1,5.517,2.942,2.529,1.971,1.794,2.641,2.221,1.687,2.142,2.03,1.556,35,Male,Yes,v21
07a86b35690c50235a09b9c0,1.05,1,short_first,choice_first,4,3,4,4,735,Orange,2,2,0,0,100,0,0,100,5,A,1,1,9.848,7.014,4.823,5.487,5.515,5.394,6.467,4.844,4.036,6.922,9.51,54,Female,Yes,v21
0ee01e7c1c2128e1d29dd84a,1.68,0,short_first,choice_first,4,5,5,2,712,Blue,2,1,10,40,50,30,40,30,6,B,1,1,11.058,5.401,6.577,6.473,5.327,5.762,5.142,6.439,5.231,4.816,3.767,32,Female,DATA_EXPIRED,v21
33a8d71ee483442914114234,1.68,1,short_first,choice_first,3,2,4,4,446,Blue,0.5,0.8,100,0,0,80,20,0,6,B,1,1,8.238,7.088,3.751,3.75,2.436,5.767,4.662,4.479,2.171,2.589,2.742,43,Female,No,v21
d2a3a50358b1025c8612ec3c,0.70,1,short_first,choice_first,3,1,4,4,811,Orange,0,2,25,50,25,0,0,100,7,A,1,1,11.053,16.305,1.946,4.937,9.252,2.381,2.2,2.713,1.696,1.834,2.071,62,Male,Yes,v21
dc6af1581988d6a86aa4a75b,0.88,0,short_first,choice_first,1,1,4,5,645,Blue,1.4,1.7,20,10,70,10,40,50,2,B,1,1,14.999,14.201,4.101,6.963,6.319,3.4,2.584,3.33,9.027,3.3,4.137,31,Male,No,v21
fbc7d2338c839efc41ccb4a6,0.00,1,short_first,beliefs_first,3,3,4,4,1050,Orange,0.9,1.2,50,10,40,10,10,80,6,A,1,1,166.633,3.393,1.338,1.207,6.645,5.488,69.794,1.646,0.948,7.704,1.503,31,Male,DATA_EXPIRED,v21
79c6b8df21b45d91f75153f6,0.50,1,short_first,choice_first,4,3,4,4,430,Orange,1,1.5,25,50,25,10,20,70,7,A,1,1,11.558,4.074,3.237,2.796,2.429,1.688,1.611,2.073,6.973,2.935,1.97,56,Male,No,v21
90c006ae56958122da7b76db,0.00,0,short_first,beliefs_first,4,2,3,4,1126,Blue,1.2,0.95,40,5,55,65,2,33,3,A,1,1,38.351,14.107,6.161,2.058,3.412,3.679,2.512,2.56,4.211,3.546,3.133,32,Female,No,v21
d0473a2e18912852fa3b8088,0.00,1,short_first,beliefs_first,2,3,4,4,492,Orange,1,1.5,10,30,60,5,20,75,6,A,1,1,8.052,8.704,1.409,0.964,1.038,3.196,1.115,0.758,0.934,1.024,1.165,28,Female,Yes,v21
c220b1466e1c092d7b6cf870,0.05,1,short_first,choice_first,4,4,5,5,514,Orange,1.5,1.8,20,20,60,15,15,70,5,A,1,1,9.282,1.193,1.006,1.192,0.78,0.844,1.052,1.052,2.875,0.875,0.735,34,Male,No,v21
8033984163dd1d26b69c88c2,0.50,1,short_first,choice_first,3,2,4,4,834,Orange,1,2,45,2,53,10,1,89,5,A,1,1,11.747,6.019,4.729,5.562,3.014,4.775,3.327,3.103,2.204,3.2,2.856,49,Female,No,v21
5b76db4e8c8e300f3ab3e0a6,0.00,0,short_first,beliefs_first,3,4,5,5,1032,Blue,1.2,0.2,70,5,25,40,5,55,6,A,1,1,3.27,2.294,1.453,1.353,0.877,1.703,1.266,1.116,0.81,1.765,1.336,42,Male,No,v21
6184b5b9b140dfe2c44daed1,0.00,1,short_first,beliefs_first,5,1,2,3,798,Orange,1,0.9,60,0,40,60,0,40,6,B,1,1,8.437,6.801,2.797,2.601,1.832,2.151,1.69,1.357,1.6,1.895,5.501,29,Female,DATA_EXPIRED,v21
099fdf333fc6a9cb0aba25e2,0.00,0,short_first,beliefs_first,3,3,5,5,629,Blue,1.4,0.5,35,5,60,60,10,30,7,A,1,1,12.559,8.927,7.063,4.887,1.957,2.399,2.921,2.371,2.095,1.394,2.335,29,Female,No,v21
37e5a952a36230d97c4e5dca,0.00,1,short_first,beliefs_first,1,1,4,4,412,Orange,1,1.8,90,1,9,50,2,48,7,B,1,1,9.382,4.385,6.769,4.717,8.553,3.871,5.443,4.349,2.16,2.73,2.063,65,Female,No,v21
4fa629ca6e74caf4d8929605,0.00,0,short_first,beliefs_first,3,2,5,4,1002,Blue,1.03,0.95,25,30,45,60,10,30,5,A,1,1,14.063,8.611,3.468,3.591,3.538,3.871,3.603,2.094,2.788,2.556,2.318,51,Female,No,v21
5d516251eb03dec094aa3eb9,0.00,1,short_first,beliefs_first,4,2,2,2,701,Orange,1.2,1.2,33.33,33.33,33.34,33.33,33.33,33.34,5,B,1,1,2.576,1.164,2.992,0.983,0.845,0.841,0.529,0.635,0.569,0.595,0.91,45,Female,No,v21
5c4aad674298491b81360f56,2.07,0,short_first,choice_first,4,3,5,4,393,Blue,2,0.3,35,5,60,75,5,20,5,B,1,1,8.759,4.329,2.531,4.464,3.424,3.619,2.614,2.612,1.805,1.573,1.143,29,Female,No,v21
0b80b6e00c54a0b016adab22,0.88,0,short_first,choice_first,3,4,5,2,317,Orange,0.78,0.96,80,1,19,75,1,24,2,A,1,1,5.013,3.694,2.352,1.404,1.602,0.772,0.617,1.089,0.926,0.911,0.646,30,Female,No,v21
833c77e27efe7bfb0ff08ee3,0.00,1,short_first,beliefs_first,4,2,3,3,661,Orange,0.98,1.23,78,3,19,23,2,75,7,A,1,1,19.503,8.047,6.626,6.653,7.149,6.321,10.137,12.182,6.523,5.122,6.129,51,Female,No,v21
4623cfe27ff7f07d9f40ed37,0.00,0,short_first,beliefs_first,3,2,4,4,417,Orange,1,1,80,10,10,80,10,10,6,A,1,1,4.866,1.702,1.262,0.685,0.678,2.06,0.83,0.775,0.403,1.233,2.365,28,Female,DATA_EXPIRED,v21
a4ad75b4b0fbfa415fe1f3f9,0.88,0,short_first,choice_first,4,3,4,4,466,Blue,1.5,1.3,60,5,35,55,5,40,3,A,1,1,6.691,4.888,3.273,3.133,2.224,1.682,1.885,2.668,1.194,1.551,1.459,53,Male,No,v21
54a49581a07b2b014378e048,1.88,0,short_first,choice_first,4,1,5,5,709,Blue,2,1,0,50,50,0,50,50,5,B,1,1,14.2,6.937,3.6,3.205,2.451,3.927,3.649,3.252,3.424,2.017,4.1,24,Female,No,v21
3378cf3f009614d5769a3011,0.30,1,short_first,choice_first,3,3,4,4,835,Orange,1.09,1.1,40,10,50,30,10,60,5,A,1,1,18.12,0.891,11.187,1.635,1.438,1.464,1.383,1.402,1.502,1.401,1.519,41,Female,No,v21
79e81ae1dbc3906b889556c1,1.88,1,short_first,choice_first,3,4,5,5,561,Orange,1,2,5,45,50,10,60,30,4,B,1,1,8.801,3.673,3.332,4.335,7.173,1.376,1.075,2.505,2.886,5,1.8,43,Female,No,v21
b994a7122d9685f57bebd1e5,0.00,0,short_first,beliefs_first,4,3,4,3,2137,Orange,2,2,25,30,45,30,40,30,4,A,1,1,34.868,1.519,0.719,0.717,0.411,0.36,0.437,0.477,1.068,0.566,0.476,49,Male,Yes,v21
76cae26b8a271b50574d282a,0.88,0,short_first,choice_first,4,3,4,4,1953,Blue,1,1,40,40,20,40,35,25,6,A,1,1,44.849,23.206,69.564,123.451,41.433,60.143,66.159,59.27,0,0.657,0.531,49,Male,Yes,v21
abc006b5bd4e4247350c060b,1.88,0,short_first,choice_first,3,3,5,4,2005,Blue,1.25,0.75,10,20,70,0,50,50,5,B,1,1,43.827,3.371,142.43,36.567,9.067,15.612,4.118,5.527,28.898,21.072,2.218,56,Female,No,v21
12e44a0b43a147bd3228ced6,0.70,0,short_first,choice_first,3,4,4,4,225,Blue,1.3,0.3,20,30,50,60,20,20,7,B,1,1,4.802,1.38,0.971,0.941,0.764,1.419,0.883,0.662,0.742,1.09,0.715,27,Female,Yes,v21
c916096138281e52b014e205,0.00,0,short_first,beliefs_first,2,2,5,2,575,Blue,1.47,1.03,35,1,64,47,1,52,5,A,1,1,10.438,8.833,9.533,5.787,7.09,4.447,5.247,4.576,3.9,3.682,4.948,35,Female,No,v21
654c911f56a81fb47f20a6ea,0.00,0,short_first,beliefs_first,4,3,4,5,446,Blue,1,1,50,0,50,50,0,50,5,A,1,1,5.709,5.151,1.69,1.907,1.966,1.324,3.554,1.564,1.306,1.675,2.564,20,Female,Yes,v21
f718e28de5d3bdc45bbdf999,1.05,1,short_first,choice_first,4,4,3,3,368,Blue,1.1,1.2,35,15,50,30,10,60,4,B,1,1,5.572,4.1,1.214,1.19,0.706,0.881,2.402,0.776,1.117,0.984,1.532,45,Male,DATA_EXPIRED,v21
0ee3941d6516df265c021fad,1.68,0,short_first,choice_first,3,2,4,4,599,Blue,0.77,0.68,50,10,40,75,10,15,4,B,1,1,8.633,4.059,4.288,1.925,2.837,2.37,2.74,2.705,2.643,5.413,1.781,45,Female,No,v21
d01763c6c404806402c0d253,1.88,1,short_first,choice_first,3,4,5,5,594,Blue,0.65,0.75,70,1,29,70,1,29,5,B,1,1,11.568,6.836,2.302,3.89,1.692,1.993,2.131,2.333,1.906,2.891,5.098,42,Male,DATA_EXPIRED,v21
a4eb7550ee876c2893214bb0,0.00,1,short_first,beliefs_first,4,4,5,5,503,Blue,1.2,1.5,30,10,60,5,20,75,6,A,1,1,10.965,7.307,7.028,5.123,7.601,3.763,3.58,4.363,3.079,7.724,3.321,28,Female,DATA_EXPIRED,v21
80b451bb20c2d089613417c0,1.88,1,short_first,choice_first,2,1,2,2,557,Blue,1.12,1.94,60,10,30,40,30,30,6,B,1,1,8.972,7.482,6.351,4.133,3.3,5.134,4.509,7.32,3.561,2.397,1.46,43,Female,No,v21
1ae795013e2d944778cf7f4b,0.30,0,short_first,choice_first,3,2,4,4,497,Blue,1.26,0.73,20,50,30,50,50,0,7,B,1,1,6.554,5.579,2.833,2.889,2.25,3.005,2.004,2.221,3.384,1.331,1.482,42,Male,No,v21
5ba33cbf5d94e933f4809ae8,0.00,1,short_first,beliefs_first,5,5,5,3,666,Blue,1,1,40,30,30,50,25,25,7,A,1,1,3.276,1.635,3.228,1.431,2.677,2.397,1.915,4.647,1.57,3.194,6.051,33,Male,No,v21
bc22268214126d445a787348,0.30,1,short_first,choice_first,4,4,4,2,514,Blue,1,1.3,50,5,45,40,5,55,5,B,1,1,5.589,3.95,4.087,4.094,2.832,3.988,2.935,5.02,2.702,4.204,1.977,32,Male,No,v21
41bda20a75620450e42b3f98,0.30,1,short_first,choice_first,3,3,5,5,501,Blue,0.9,1,45,35,20,45,30,25,6,B,1,1,9.044,5.343,3.221,3.135,2.799,2.926,2.631,1.541,2.031,1.579,1.506,19,Female,No,v21
c3be4a2ef4756b2583a98111,2.07,0,short_first,choice_first,2,3,2,3,577,Blue,1.3,1.5,45,10,45,45,10,45,3,A,1,1,2.28,1.821,2.374,0.93,0.985,0.791,0.562,1.343,3.371,1.33,0.549,53,Male,No,v21
5e782ef649aeceb719dfe983,0.00,0,short_first,beliefs_first,3,2,5,4,544,Blue,1.3,0.6,44,23,33,56,12,32,6,B,1,1,7.911,3.51,2.612,2.866,17.086,3.341,2.88,3.585,5.527,3.311,3.303,49,Male,No,v21
8a70db71d9ae4c43eb45c99a,1.48,0,short_first,choice_first,3,3,3,3,565,Blue,1.5,1,20,30,50,40,40,20,5,A,1,1,10.034,7.117,3.109,4.527,2.281,3.944,2.381,4.143,2.653,1.46,1.973,38,Male,No,v21
e5aab10d55ee0fab28e3125c,0.50,1,short_first,choice_first,3,3,4,3,864,Blue,0.9,1.1,45,0,55,45,0,55,2,B,1,1,37.025,9.346,93.603,10.54,10.985,14.794,9.63,10.432,9.808,22.623,10.921,38,Male,No,v21
