id,bonus_payment,choiceB,rand_long_short_order,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,view1,view2,view3,age,sex,student,df
df82a102e1a9628f2c829b6e,2.00,1,short_first,choice_first,3,1,4,4,832,1,1,33.34,33.33,33.33,33.34,33.33,33.33,6,A,1,1,14.887,7.206,26.657,29,Female,No,v24
503780fa414925d00988751e,2.00,1,short_first,choice_first,4,3,2,3,1021,1,2,33.3,33.4,33.3,33.3,33.3,33.4,3,A,1,1,10.14,4.975,2.16,25,Male,No,v24
4985f27ed5cf751daa8a4d3e,2.00,1,short_first,choice_first,4,3,4,4,792,0.25,0.75,100,0,0,20,50,30,5,A,1,1,3.073,1.692,1.48,30,Female,No,v24
6ecb24ca4e0a7cce1a83ac24,1.00,1,short_first,choice_first,3,3,4,4,1288,0.7,1,70,0,30,33,33,34,6,A,1,1,17.884,19.445,5.686,33,Male,Yes,v24
19c062537dfa72f4b6d26249,1.00,1,short_first,choice_first,4,4,4,4,817,1.2,1,30,20,50,50,20,30,3,B,1,1,4.048,2.539,2.073,72,Female,No,v24
5ee3c71ea2bc0a53a7494a0c,2.00,1,short_first,choice_first,3,1,3,4,400,1,0.5,50,50,0,0,50,50,6,B,1,1,4.896,2.045,1.438,25,Male,No,v24
772d592dcb42e3f6448564cd,0.00,0,short_first,beliefs_first,5,5,4,4,521,1,1,33.3,33.4,33.3,33.3,33.4,33.3,1,B,1,1,3.548,4.121,10.37,22,Male,Yes,v24
b179dc2839a238bdb028c283,2.00,1,short_first,beliefs_first,5,4,4,4,1675,1,1,33.34,33.33,33.33,33.34,33.33,33.33,6,A,1,1,8.125,9.582,4.397,18,Male,No,v24
504aa26ab2e7ed9a383d9ef4,0.00,1,short_first,choice_first,4,3,3,4,297,1,2,50,25,25,25,25,50,4,A,1,1,4.427,4.85,4.198,32,Female,No,v24
9eaa3f551a9d478846df1c1f,0.00,1,short_first,beliefs_first,4,3,4,4,305,1.25,1.75,35,10,55,20,5,75,5,A,1,1,4.519,2.826,2.972,32,Male,No,v24
d7db347c44efd3a3184d69f6,0.00,0,short_first,beliefs_first,4,4,4,4,344,1.2,1,35,45,20,45,35,20,4,B,1,1,4.782,4.071,1.9,50,Female,Yes,v24
1527047ed19a9ec3a0c6746d,0.00,0,short_first,choice_first,3,4,5,5,341,1,1,33,34,33,33,34,33,1,B,1,1,6.278,4.29,6.772,36,Male,DATA_EXPIRED,v24
863a832b37376d9efc5dafba,0.00,1,short_first,beliefs_first,4,4,4,3,320,1,1,67,0,33,33,33,34,5,A,1,1,6.285,7.31,3.384,20,Male,Yes,v24
7e59ecd86fbd3d4d1a07b0c2,0.00,0,short_first,beliefs_first,4,2,2,3,453,1,1,40,20,40,40,20,40,2,B,1,1,5.601,3.298,0.946,37,Male,No,v24
84fbecd2584927cbaa2b202f,0.00,0,short_first,choice_first,3,4,4,4,316,1,1,33.3,33.4,33.3,33.3,33.4,33.3,1,A,1,1,16.124,2.848,8.318,29,Female,Yes,v24
5dab7e85d91a616179d209fb,1.00,0,short_first,choice_first,2,4,3,5,526,1,1.2,35,30,35,20,30,50,5,B,1,1,5.6,3.418,0.911,24,Male,Yes,v24
fe140d086b24c1b1ef45f03e,0.00,1,short_first,choice_first,2,3,5,5,474,1,2,34,33,33,33,33,34,4,B,1,1,7.877,2.621,5.558,34,Female,No,v24
4fcbce024a24dc0f7fb42cfa,0.00,0,short_first,beliefs_first,4,3,2,2,502,1,1,33.3,33.3,33.4,33.4,33.3,33.3,4,A,1,1,3.83,4.151,2.263,22,Male,Yes,v24
e22407070e39c17263cf80fb,1.00,1,short_first,choice_first,3,2,4,3,535,1,1,25,50,25,50,0,50,5,A,1,1,8.964,6.184,3.744,52,Male,No,v24
7be80616c87b89ec3a53c6c0,2.00,1,short_first,beliefs_first,2,2,5,5,558,1,0.83,33.4,33.3,33.3,33.3,33.3,33.4,5,A,1,1,8.372,5.335,11.617,25,Female,Yes,v24
f23a400c50fc21e612577055,1.00,1,short_first,choice_first,4,2,3,2,593,1,1,33,33,34,33,33,34,5,A,1,1,4.704,9.89,4.43,39,Male,No,v24
eb83daca3d19fae5fd8fbbb4,0.00,0,short_first,choice_first,4,2,4,4,698,1,1,33.33,33.33,33.34,33,33,34,4,A,1,1,9.894,18.088,13.659,29,Male,No,v24
9d2b29bd9aea8f60680744f1,0.00,1,short_first,beliefs_first,3,4,3,3,528,1,1,30,40,30,30,40,30,2,B,1,1,7.95,5.201,8.082,48,Female,DATA_EXPIRED,v24
c4996f761df1d3e310216bbb,0.00,1,short_first,beliefs_first,3,1,4,4,564,2,2,40,20,40,40,20,40,5,B,1,1,12.543,4.658,2.274,45,Female,No,v24
25cacd7f970c2b9eab36bc3f,1.00,0,short_first,choice_first,4,2,3,4,676,0.7,1,30,20,50,40,40,20,5,A,1,1,16.297,5.591,4.606,46,Female,No,v24
60c9469095635a5b6d49acfe,2.00,1,short_first,choice_first,4,2,3,4,674,1,2,0,100,0,40,0,60,5,A,1,1,3.87,1.201,1.261,36,Female,No,v24
40bebe6462929b70deaee84a,1.00,1,short_first,choice_first,3,1,5,5,778,1,1,25,25,50,40,20,40,4,B,1,1,5.483,2.638,2.929,39,Female,No,v24
55c7db8dd0328a94189f5449,2.00,1,short_first,choice_first,3,2,5,5,867,1,2,50,30,20,20,30,50,6,B,1,1,10.022,1.884,2.769,51,Female,No,v24
d841dbbe0f72095b64a597f6,0.00,1,short_first,choice_first,3,4,4,4,907,1,1,33.34,33.33,33.33,33.34,33.33,33.33,6,B,1,1,72.82,16.6,109.568,29,Male,No,v24
ef16f2c1a8a2daf67410e686,0.00,1,short_first,beliefs_first,2,3,5,4,796,0.5,0.75,33.4,33.3,33.3,33.4,33.3,33.3,5,A,1,1,9.679,8.234,7.243,36,Female,DATA_EXPIRED,v24
31413f7ee6ab66a539252cbc,2.00,1,short_first,beliefs_first,4,4,3,4,1803,1,1,25,50,25,25,50,25,6,B,1,1,19.997,4.362,13.474,38,Male,Yes,v24
8069eaa89575edb3870c979d,0.00,1,short_first,beliefs_first,2,1,2,4,364,1,2,23,40,37,25,15,60,4,A,1,1,5.154,2.93,1.08,21,Female,Yes,v24
b3f8db5a6ed47f8118368c0a,2.00,1,short_first,beliefs_first,2,2,4,4,687,1,1,33,33,34,33,33,34,6,B,1,1,22.647,41.398,14.379,22,Male,Yes,v24
6758bb8a50a1e22131d53a74,2.00,0,short_first,beliefs_first,4,5,5,4,2220,1,1,50,50,0,50,50,0,7,A,1,1,8.616,5.012,6.118,49,Male,No,v24
1be498475b62c3cd7c44d1ef,2.00,0,short_first,choice_first,4,4,5,4,1822,0.75,1.25,40,30,30,50,30,20,5,B,1,1,15.461,8.604,9.216,43,Male,DATA_EXPIRED,v24
196e7ee8b668a115d8229e90,1.00,1,short_first,choice_first,4,2,4,4,1573,1,1,10,60,30,40,50,10,5,A,1,1,38.882,23.979,13.89,27,Female,No,v24
be752da7e6c078a4e6ac130d,0.00,0,short_first,choice_first,5,1,4,4,348,2,1,25,20,55,35,35,30,5,A,1,1,2.402,3.289,3.002,31,Female,No,v24
1b1bf997b6695f788fc71efe,2.00,0,short_first,choice_first,4,3,3,3,226,1,1.5,20,40,40,25,50,25,5,B,1,1,2.953,1.37,0.669,34,Male,No,v24
ff677923c41f14fb58d7c208,0.00,1,short_first,beliefs_first,3,4,4,4,304,1,1,20,30,50,35,25,40,6,A,1,1,1.35,1.486,0.642,31,Male,No,v24
a4c43117880ef7dbdb61f05c,2.00,1,short_first,beliefs_first,5,3,3,3,403,1.33,1,33,33,34,0,33,67,7,A,1,1,3.468,2.501,2.753,34,Male,No,v24
d847c026e20cf2b06d57623b,0.00,1,short_first,beliefs_first,2,3,4,3,440,1,1,33.3,33.4,33.3,33.3,33.4,33.3,5,A,1,1,9.318,11.553,6.894,39,Male,No,v24
30968e02cd1434a669f86922,0.00,0,short_first,choice_first,3,3,4,3,542,2,2,40,30,30,40,10,50,4,A,1,1,5.762,0.996,0.935,25,Female,No,v24
15ee16d18e47533536706434,2.00,1,short_first,beliefs_first,1,2,5,4,375,1,1,33,33,34,33,33,34,5,B,1,1,9.89,4.411,13.267,26,Female,No,v24
cffaab009c3a67cf1194e84b,0.00,1,short_first,choice_first,4,1,5,4,453,1,1.5,40,45,15,30,30,40,5,A,1,1,8.666,6.326,3.4,28,Female,No,v24
ba06ea4765a2ece3048aaf44,2.00,1,short_first,beliefs_first,4,3,3,2,592,1,1,33.33,33.34,33.33,33.33,33.33,33.34,5,B,1,1,11.203,4.642,7.804,45,Male,No,v24
4d774c3d9e0dd12ef85b2d3a,2.00,0,short_first,choice_first,4,4,5,4,442,1,1,33,34,33,33,34,33,4,A,1,1,5.707,3.9,2.2,33,Male,No,v24
271af0ae103ec2084aaff177,2.00,1,short_first,beliefs_first,4,5,2,3,485,1,1.5,33,33,34,34,66,0,5,B,1,1,7.304,2.327,4.926,23,Male,No,v24
8994cb5e40972f1a48ecb36f,2.00,0,short_first,beliefs_first,2,3,5,5,628,1,0.8,10,60,30,60,25,15,5,B,1,1,17.552,3.392,1.509,38,Female,No,v24
15eca02cb42b068abffc2975,0.00,1,short_first,beliefs_first,4,4,5,4,649,1,1.5,25,50,25,20,40,40,5,B,1,1,6.565,4.129,2.307,22,Male,Yes,v24
b7eb4aff1b354880b6f4994d,2.00,0,short_first,beliefs_first,2,3,4,4,460,1,1,33,34,33,33,34,33,4,A,1,1,8.281,3.612,11.332,40,Female,No,v24
9df760c7b5f5508f31450864,2.00,0,short_first,beliefs_first,4,3,4,4,750,1,1,33,33,34,33,33,34,5,B,1,1,6.504,7.601,2.962,24,Male,No,v24
88573c93e66954fb1ca4156c,0.00,0,short_first,beliefs_first,3,4,5,5,707,1,1,33,33,34,34,33,33,6,B,1,1,9.009,8.021,3.813,24,Male,No,v24
a8b4f02fed3d7bf77c00ca6d,0.00,1,short_first,beliefs_first,4,4,5,4,647,2,2,50,30,20,50,30,20,6,B,1,1,46.094,18.858,0.276,58,Male,Yes,v24
5a63703832448272a603d6bc,0.00,0,short_first,choice_first,3,4,4,4,288,1.5,1,45,5,50,45,5,50,1,A,1,1,4.353,1.385,1.169,32,Female,No,v24
9b734299f2d7f8ffe78e7182,2.00,1,short_first,beliefs_first,3,4,5,5,799,1,1,33,33,34,33,33,34,5,A,1,1,6.825,6.364,38.421,37,Male,No,v24
6de2b28068fbe26a8b07ddd1,0.00,1,short_first,choice_first,4,1,3,3,345,1,2,40,40,20,20,20,60,4,B,1,1,7.134,2.558,3.434,42,Female,No,v24
ad75346280c67dfec5331e04,2.00,0,short_first,beliefs_first,2,4,5,4,618,1,1,33,34,33,33,34,33,1,A,1,1,8.739,5.295,5.088,60,Male,No,v24
273313bb184d528baf877c65,0.00,0,short_first,choice_first,2,2,5,5,788,1,0.66,33,34,33,33,67,0,5,A,1,1,9.849,3.807,11.566,38,Female,No,v24
14a4dbd26975e922726c213a,0.00,1,short_first,choice_first,4,4,5,5,768,1,1,33,33,34,33,33,34,6,B,1,1,4.399,6.765,9.534,30,Male,No,v24
7bf8baadc2009fcb50e4c7f4,2.00,1,short_first,beliefs_first,4,2,5,5,778,0,1,75,25,0,33,33,34,6,A,1,1,10.292,6.317,4.155,50,Female,No,v24
2ac395003d24467387162fa5,2.00,1,short_first,choice_first,1,1,5,4,872,1,1.5,33,32,35,30,30,40,4,A,1,1,9.002,4.932,5.552,66,Female,No,v24
3a6d23848c04eededb777bda,0.00,0,short_first,beliefs_first,3,4,3,4,728,1,2,20,30,50,50,10,40,4,B,1,1,3.91,1.108,1.051,25,Female,DATA_EXPIRED,v24
79850657a47309c5ad1cc3c1,0.00,0,short_first,choice_first,3,2,5,5,942,1,2,90,10,0,0,30,70,6,B,1,1,6.27,4.561,2.984,31,Female,Yes,v24
5b3d998fd45682ebb849e68b,2.00,1,short_first,beliefs_first,3,4,2,4,621,1,1,67,33,0,67,33,0,5,B,1,1,10.804,3.469,2.764,20,Female,Yes,v24
3f8531913f90baa9e349df87,0.00,1,short_first,beliefs_first,4,2,4,4,391,1.25,1.5,25,20,55,25,20,55,6,B,1,1,6.813,3.233,2.043,27,Male,Yes,v24
f480a4e825985765740490bd,0.00,1,short_first,beliefs_first,3,4,3,3,1008,1.5,2,33,33,34,33,33,34,6,B,1,1,11.247,2.78,5.843,50,Female,DATA_EXPIRED,v24
a76c94cb20a5e1802aec0738,2.00,1,short_first,beliefs_first,4,3,4,4,743,1,1,33.4,33.3,33.3,33.4,33.3,33.3,1,A,1,1,5.944,5.636,8.097,25,Female,Yes,v24
f408a852295ca10a60dc6659,0.00,1,short_first,beliefs_first,3,3,4,4,933,1,1,34,33,33,34,33,33,5,B,1,1,12.024,3.262,10.51,42,Male,DATA_EXPIRED,v24
4923f87552728f13f325a88c,0.00,1,short_first,beliefs_first,3,2,2,4,856,1,2,50,20,30,10,50,40,4,B,1,1,8.869,1.558,2.474,39,Male,Yes,v24
cb7f47b53ae8bd232d80d2f8,0.00,0,short_first,beliefs_first,4,3,4,3,1081,2,1.5,30,20,50,20,25,55,5,B,1,1,34.816,1.836,0.975,28,Female,No,v24
145e96efea029d6bf7ccb360,2.00,1,short_first,choice_first,4,2,5,3,638,1,2,33,67,0,33,0,67,6,B,1,1,6.236,6.222,3.644,54,Male,No,v24
2f0105b45ea580e3d16d8754,0.00,1,short_first,choice_first,5,4,5,3,1085,1,2,50,30,20,20,30,50,7,B,1,1,19.948,17.246,4.074,30,Male,No,v24
5707973ee4d948581e0636fb,2.00,0,short_first,beliefs_first,2,3,3,2,707,0,1,20,0,80,15,1,84,2,A,1,1,18.479,4.838,47.205,58,Male,No,v24
fcd2ad59cda9522adfe8c3a8,0.00,0,short_first,beliefs_first,3,3,4,3,1308,1,1,10,60,30,30,55,15,5,B,1,1,26.468,12.375,8.27,59,Female,No,v24
1c3ae1854ba66185223172a7,2.00,1,short_first,beliefs_first,3,2,5,5,1702,1,1,33.33,33.34,33.33,33.33,33.34,33.33,1,A,1,1,59.886,38.416,35.044,55,Male,No,v24
35427245a24a05a8dbb4e10c,0.00,0,short_first,beliefs_first,3,3,5,3,846,1.5,2,25,25,50,25,25,50,5,B,1,1,38.223,15.327,47.233,42,Female,Yes,v24
01234e7c9faf50c442d3ee74,2.00,0,short_first,choice_first,2,3,3,4,890,2,1,33,33,34,33,34,33,4,B,1,1,11.643,8.502,10.291,51,Female,No,v24
