duration,id,choiceStr,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,riskTaking,statKnow,regretExAnte,regretExPost,bonus_payment,cond_beliefs_choice_order,rand_long_short_order,a3Col,whichFirst,choiceB,short,round,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10,view11,age,sex,student,df
288,3d9ee7f2295bbe56e1699da6,3,1.5,.9,49,1,50,60,1,39,3,4,4,5,0.88,choice_first,short_first,Blue,A,0,1,1,8.757,3.786,3.334,2.582,2.353,.866,2.435,1.43,.739,1.202,1.019,36,Male,No,v27
563,3e49a261fef275ec093e383d,5,1.1,.9,32,30,38,34,31,35,4,2,4,3,0.88,choice_first,short_first,Blue,A,0,1,1,3.848,4.564,3.675,3.288,2.671,3.455,3.207,1.967,2.748,1.811,2.191,28,Male,No,v27
577,3eba7448e5d3ea2cec7e66b1,5,1.25,1.2,30,30,40,40,20,40,3,2,5,5,0.50,choice_first,short_first,Blue,B,0,1,1,11.742,5.598,4.248,5.668,2.927,3.352,6.8,7.351,4.429,3.932,3.147,37,Male,No,v27
393,3f5fe1e6dfb70dd9f235315f,4,1.2,.5,80,5,15,70,10,20,2,3,4,4,0.70,choice_first,short_first,Blue,B,0,1,1,6.256,4.198,1.051,1.97,1.077,2.353,1.428,.64,.468,.621,.98,30,Male,No,v27
1319,407b2dc34bad6c3b369ce8f6,7,1,.5,10,70,20,60,20,20,5,4,5,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,12.074,1.393,.762,6.213,2.452,.622,.756,4.519,.544,4.502,.447,47,Male,Yes,v27
453,40a51783ddaa3851b8364ab4,6,2,1,30,10,60,40,0,60,3,3,3,3,1.48,choice_first,short_first,Blue,A,0,1,1,16.351,2.376,1.174,.6,.781,.55,.535,.5639999999999999,.578,.6860000000000001,9.064,58,Male,Yes,v27
925,41157ce9b7ceb51b36667da7,7,1.2,1,15,30,55,15,85,0,4,3,4,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,20.1,14.173,5.184,3.601,7.348,3.14,3.239,4.289,3.567,3.861,2.847,52,Female,No,v27
929,41827ab6dacad081614bb52e,4,1.08,1.1,10,30,60,45,10,45,2,1,4,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,29.398,24.201,43.691,12.034,20.39,17.828,11.233,14.11,10.096,9.385999999999999,10.712,43,Female,No,v27
1378,45e3cd8185ea1360d99aa908,6,1.23,1.08,36,0,64,45,0,55,2,4,5,5,0.30,choice_first,short_first,Blue,B,0,1,1,64.94,18.906,12.637,9.407999999999999,13.628,13.403,22.466,13.12,8.919,16.879,10.233,28,Female,No,v27
892,499fbbc8cc8bbd2f146f6698,5,1.8,1.2,20,30,50,20,40,40,3,2,4,4,1.88,choice_first,short_first,Blue,B,0,1,1,24.53,3.993,3.968,2.497,1.711,2.08,2.072,2.054,3.672,3.798,1.972,45,Female,No,v27
1575,4aaa8c7b70792e6056c65df5,5,1.7,1.2,35,0,65,65,0,35,3,3,4,3,2.07,choice_first,short_first,Blue,B,0,1,1,8.295999999999999,5.688,5.357,8.193,6.7,2.121,2.127,1.945,3.383,2.861,2.56,51,Male,No,v27
1444,4c26e409d80182886e1cb32f,7,1.8,.5,0,0,100,50,50,0,3,4,5,5,0.30,choice_first,short_first,Blue,A,0,1,1,13.895,2.588,.99,.653,.532,.842,3.606,1.632,1.178,2.156,.555,37,Male,Yes,v27
370,4e3d4fb3964bce1223a78d38,7,1.5,1.3,20,1,79,30,1,69,2,4,5,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,12.587,6.116,4.458,2.246,1.649,1.296,1.893,1.889,1.493,1.681,1.525,38,Male,No,v27
778,4e95ee6b532343748c49a273,6,1.5,2,20,30,50,40,30,30,5,5,4,4,0.88,choice_first,short_first,Blue,A,0,1,1,76.252,2.307,.981,2.004,.756,7.03,1.765,1.697,1.697,1.4,1.527,35,Male,Yes,v27
578,5066d99bc20e572e68c1c27f,5,1.25,1.5,15,15,70,50,15,35,5,4,5,5,0.70,choice_first,short_first,Blue,A,1,1,1,5.204,1.661,1.237,1.432,.73,.716,.747,.621,.614,2.123,1.845,23,Male,No,v27
338,50752da83d27c8026eb27490,4,1,2,10,50,40,30,20,50,3,2,4,4,0.00,beliefs_first,short_first,Blue,B,1,1,1,4.7,1.742,1.788,.929,1.232,.839,.867,.78,.669,.626,.746,22,Female,Yes,v27
987,52f7d50a82b3afd8bf26d340,7,1.7,.8100000000000001,18,6,76,30,6,64,3,3,3,3,0.50,choice_first,short_first,Blue,B,0,1,1,12.485,5.214,6.019,4.733,6.735,2.217,2.307,2.867,1.162,1.556,.985,29,Male,No,v27
382,576c2f7e6554c27c8404a60a,5,.7,.9,60,5,35,55,5,40,4,3,5,5,1.30,choice_first,short_first,Blue,B,1,1,1,7.102,3.834,4.879,2.766,3.576,2.115,2.281,1.962,3.086,1.66,1.501,28,Female,DATA_EXPIRED,v27
309,5bf269a6a9ad950e14f14d4c,5,1.5,.7,20,5,75,50,5,45,4,2,5,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,4.87,4.663,3.981,1.833,2.204,1.401,1.6,1.362,1.4,2.119,1.459,30,Female,No,v27
386,5cdcc009a59b6b5b56921d24,4,2,2,5,1,94,10,1,89,4,2,4,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,7.815,8.577999999999999,2.177,3.679,5.203,1.512,.861,.585,.602,.863,.695,21,Female,Yes,v27
414,5cf5bfc292a8ed7dc72b1dd7,6,1.4,.8,27,.9,72.09999999999999,82,.9,17.1,2,2,4,4,0.05,choice_first,short_first,Blue,A,0,1,1,5.274,3.179,2.269,1.972,2.307,2.244,1.45,1.533,1.919,1.857,1.587,22,Male,Yes,v27
1218,5db6a4777e177112f312e1fd,4,2,1,50,25,25,50,25,25,3,2,3,2,0.00,beliefs_first,short_first,Blue,A,0,1,1,9.635,6.111,4.423,39.517,.917,.58,.511,.8,.896,.5620000000000001,.75,37,Female,No,v27
607,5e83eb9d1ad516a97e2a3152,5,1,1.2,60,10,30,30,20,50,4,4,5,4,1.68,choice_first,short_first,Blue,B,1,1,1,2.79,6.693,6.316,2.232,2.441,1.38,1.999,2.058,1.722,2.433,2.397,28,Male,Yes,v27
279,5f8a34237a5e0fec9890ee38,5,1,2,33,33,34,25,25,50,3,3,5,4,0.88,choice_first,short_first,Blue,A,1,1,1,4.086,2.124,.822,.854,1.424,.608,.98,.581,.491,.474,.769,30,Male,DATA_EXPIRED,v27
542,63712eb4128d996d77a0961f,7,.65,1.1,50,25,25,20,20,60,5,4,4,5,1.68,choice_first,short_first,Blue,A,1,1,1,13.785,15.116,6.228,5.14,4.628,4.482,7.845,3.627,3.879,3.606,3.794,43,Male,No,v27
652,653c654e994901df9aa4b196,5,1.3,.53,0,35,65,65,0,35,1,1,5,3,0.50,choice_first,short_first,Blue,B,0,1,1,36.19,16.731,19.292,15.732,13.314,19.71,12.861,7.284,4.021,3.561,3.763,35,Female,No,v27
528,65843c06c79cbb323e5f92e3,6,1,.4,30,50,20,50,20,30,2,2,3,2,1.68,choice_first,short_first,Blue,A,0,1,1,7.362,4.281,4.056,2.369,4.588,4.256,3.028,3.78,3.344,2.906,2.544,26,Female,Yes,v27
408,6680199dd1811cd6a110789b,5,.95,.85,50,5,45,55,5,40,4,3,4,5,0.88,choice_first,short_first,Blue,B,0,1,1,10.24,4.243,3.222,2.863,4.786,3.056,2.349,1.981,2.432,1.931,2.782,24,Female,No,v27
638,73260c723d487bc47e06a140,5,1.58,1.22,30,2,68,60,2,38,2,2,4,4,0.70,choice_first,short_first,Blue,A,0,1,1,12.573,3.701,3.092,2.469,2.161,4.363,4.058,1.864,1.52,.8070000000000001,.9389999999999999,61,Female,No,v27
922,7396af40932f274c41584167,5,1.5,1.2,35,0,65,45,0,55,4,4,4,4,2.07,choice_first,short_first,Blue,B,0,1,1,16.448,8.146000000000001,8.48,6.493,6.71,6.693,7.72,5.446,9.694000000000001,6.7,23.361,34,Male,DATA_EXPIRED,v27
842,7592dc0e7a8ca3b9000ff187,3,1.04,1.2,48,0,52,27,0,73,3,3,4,4,0.00,beliefs_first,short_first,Blue,B,1,1,1,4.626,26.057,8.587999999999999,9.074,7.69,6.461,6.074,4.968,8.188000000000001,8.300000000000001,7.256,22,Male,No,v27
795,77df9a2f25dab604454ee4e7,1,1.1,1.08,66,0,34,70,0,30,2,4,5,5,1.88,choice_first,short_first,Blue,B,0,1,1,24.139,32.192,18.32,20.406,29.036,25.969,21.848,39.833,27.036,22.792,31.143,35,Male,Yes,v27
752,790ee6f2c7faa22e8f119185,5,1,1,0,0,100,0,0,100,2,1,5,5,0.70,choice_first,short_first,Blue,B,0,1,1,11.096,4.823,5.159,4.963,3.971,3.801,3.589,3.348,3.179,3.573,3.271,39,Female,Yes,v27
618,8032bda9c5ad85bdb6ff7cfa,6,1.25,.6,35,5,60,75,5,20,4,4,5,5,1.48,choice_first,short_first,Blue,A,0,1,1,9.140000000000001,5.908,2.919,1.788,3.885,2.122,4.487,10.923,2.865,4.718,1.391,38,Male,No,v27
748,81f553e21c3ea7f5dd745857,4,1,1,100,0,0,100,0,0,3,3,3,3,1.05,choice_first,short_first,Blue,A,1,1,1,2.116,.916,.755,.372,.159,.295,.167,.182,.9409999999999999,.61,.621,22,Male,Yes,v27
414,827980883251a1abe3b3b6af,4,1.5,1.8,0,30,70,10,10,80,3,3,5,4,0.30,choice_first,short_first,Blue,B,0,1,1,4.295,3.191,4.362,1.129,2.154,1.278,7.661,1.719,2.475,2.777,3.298,27,Female,No,v27
1141,84c1c05ae280ac211b6b0c0a,3,1,1.8,50,40,10,10,30,60,4,2,4,5,0.00,beliefs_first,short_first,Blue,B,0,1,1,14.041,6.469,1.843,1.71,2.237,1.293,1.224,1.459,.977,1.475,1.773,32,Female,No,v27
329,8a10388edec3b913e4e2f735,5,2,1,30,10,60,60,10,30,3,2,4,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,4.755,3.483,1.748,.866,1.196,.978,.76,.788,1.267,.98,.589,21,Female,Yes,v27
614,8ca8b91130236c20948471f9,3,1.3,1.2,15,30,55,15,30,55,3,4,5,5,0.50,choice_first,short_first,Blue,B,0,1,1,23.037,11.317,7.138,4.341,5.855,4.636,3.778,4.553,5.94,2.777,5.202,36,Female,No,v27
476,8cdf75be2cd144d2e68fded0,6,1.45,.7,15,5,80,50,10,40,5,4,4,2,0.00,beliefs_first,short_first,Blue,A,0,1,1,4.828,2.642,2.101,2.666,1.698,2.231,1.268,1.526,2.457,1.846,1.984,30,Male,No,v27
604,8d65b87aeacfcf08169f0d06,5,1,.75,10,30,60,10,40,50,3,2,5,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,19.955,4.194,3.784,2.769,4.571,3.024,3.2,3.299,3.341,2.872,2.8,29,Female,No,v27
1105,8e20cfda8c6c380ee3b442d3,5,2,1,30,20,50,40,10,50,3,4,4,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,2.828,3.784,16.481,7.415,2.869,.719,3.532,.601,.779,1.249,1.228,38,Male,No,v27
694,947534fd6c48a034842e028a,7,1.8,1.2,2,58,40,32,53,15,5,1,5,5,0.70,choice_first,short_first,Blue,A,0,1,1,3.541,6.128,2.644,2.115,3.004,2.963,2.285,2.472,2.522,1.946,2.539,23,Male,No,v27
751,94b7a9ea24809c06313f6854,5,2,2,10,10,80,20,0,80,4,3,4,4,0.05,choice_first,short_first,Blue,B,0,1,1,18.33,7.934,3.291,1.222,1.102,1.43,7.725,2.879,2.648,2.963,3.13,58,Male,DATA_EXPIRED,v27
913,95e50d5559d86e46491a487c,5,1.5,.8,10,20,70,25,25,50,4,3,4,5,0.00,beliefs_first,short_first,Blue,B,0,1,1,3.795,8.186,1.44,2.263,1.135,1.959,.917,3.237,9.194000000000001,10.932,2.855,DATA_EXPIRED,Female,No,v27
689,9e9239e01531186aa09d0c86,5,1.1,1,30,5,65,45,10,45,2,2,5,2,0.00,beliefs_first,short_first,Blue,A,0,1,1,12.079,6.629,5.677,4.07,5.914,4.853,5.523,4.806,3.445,4.618,7.258,43,Female,No,v27
1562,9fe258624f90d0cffae47927,7,1,1.2,0,40,60,0,30,70,4,4,4,4,0.00,beliefs_first,short_first,Blue,A,1,1,1,21.086,36.455,3.862,212.719,14.302,10.773,12.702,26.739,10.35,13.292,11.277,24,Male,Yes,v27
379,a3a97b0368ffd2bbdba8f240,6,1.2,.8,10,11,79,22,0,78,5,2,4,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,7.701,4.891,1.892,1.201,3.638,2.184,1.572,2.59,1.792,1.601,1.674,35,Male,No,v27
1358,a686c17e84ce279302b1dcd7,5,.6,.9,80,0,20,60,10,30,2,1,5,5,0.50,choice_first,short_first,Blue,A,1,1,1,41.788,10.842,9.574999999999999,7.788,8.965999999999999,14.562,11.286,11.372,8.093999999999999,10.732,11.351,46,Female,No,v27
1964,ad439c05f0e03e72d04e9b74,6,1,.9,20,60,20,60,30,10,3,4,4,3,1.88,choice_first,short_first,Blue,B,0,1,1,202.681,48.236,28.783,157.706,24.984,27.578,27.546,33.135,23.625,69.346,19.671,23,Female,Yes,v27
461,ae2e6351013df7ebfd9d619b,4,2,1,50,10,40,50,35,15,3,2,3,2,0.00,beliefs_first,short_first,Blue,A,0,1,1,2.632,2.27,2.243,2.023,1.342,.629,.65,.771,.471,.536,1.988,31,Male,No,v27
1055,aeb78ede83d042ba3fbd4107,7,.5,.5,34.5,34.5,31,31,34.5,34.5,5,5,5,5,0.00,beliefs_first,short_first,Blue,B,1,1,1,2.262,5.211,1.793,1.271,38.35,1.19,2.387,.711,1.463,10.501,5.928,21,Male,No,v27
387,b0c7bf7ca611eb872a682602,7,1,1,0,40,60,10,40,50,5,5,4,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,5.554,7.047,6.324,3.002,4.653,2.713,1.786,2.914,1.433,1.512,2.269,19,Male,Yes,v27
902,b24536a8f15614c578f8a053,6,1.24,1.08,40,0,60,50,0,50,1,1,3,3,0.00,beliefs_first,short_first,Blue,B,0,1,1,30.391,19.96,22.567,8.869,13.635,8.646000000000001,9.657,18.857,8.484999999999999,7.702,9.749000000000001,38,Female,No,v27
662,b316301c478d3763917c69ae,5,.5,.85,70,5,25,45,8,47,2,3,5,4,0.00,beliefs_first,short_first,Blue,A,1,1,1,15.501,10.235,5.369,3.471,2.443,2.765,1.634,1.454,1.373,2.28,1.187,30,Female,No,v27
571,b430d64bd2836e8c43b90c37,5,.5,.8,70,10,20,60,20,20,5,3,4,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,4.543,19.305,2.925,3.162,8.202999999999999,4.647,7.67,22.733,13.816,7.221,2.477,27,Female,Yes,v27
469,b441f134f5894ca81d993c6b,6,.95,.63,40,3,57,72,1,27,4,2,4,4,0.88,choice_first,short_first,Blue,A,0,1,1,6.963,7.612,3.079,5.605,2.555,2.091,2.877,3.611,1.343,2.301,1.703,29,Male,No,v27
1059,b540c42da84c1e1a84b63528,7,.6,.8,70,0,30,20,0,80,3,3,5,4,0.00,beliefs_first,short_first,Blue,A,1,1,1,8.503,3.701,3.738,2.1,3.681,1.615,2.194,1.071,1.748,1.738,1.737,21,Female,Yes,v27
612,b56206a528709999f69d4716,6,.75,1.5,60,5,35,75,5,20,3,3,5,5,0.00,beliefs_first,short_first,Blue,B,1,1,1,20.721,7.337,6.39,3.977,4.022,2.576,3.702,3.191,4.659,2.833,3.471,41,Female,No,v27
703,b947b9feb3ca93a24378970c,6,1.76,.98,29,0,71,30,0,70,4,4,3,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,13.553,15.831,1.953,1.875,1.675,3.508,1.85,1.803,1.811,.575,2.441,25,Male,No,v27
660,bc3bb7338dc272c4a68a12f5,5,1.25,.85,0,0,100,75,25,0,4,4,5,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,10.397,17.151,7.062,3.353,4.759,2.912,6.625,3.873,2.986,3.26,3.102,47,Female,No,v27
392,be32e6609eb9aad490c6e3cf,5,.5,1,80,10,10,75,12,13,2,3,4,3,0.30,choice_first,short_first,Blue,A,1,1,1,11.32,2.501,2.434,2.622,2.001,2.477,1.166,1.791,1.097,1.648,.851,24,Female,Yes,v27
566,be37bdad6e8711538f9c0deb,5,.75,1.25,30,10,60,25,15,60,2,2,4,4,0.00,beliefs_first,short_first,Blue,B,1,1,1,5.439,3.84,1.596,1.947,1.046,.956,.648,1.538,.978,.707,.908,28,Male,Yes,v27
445,c1e1a349c6d993e9fff096bf,5,2,1.6,70,10,20,20,10,70,4,3,5,4,0.00,beliefs_first,short_first,Blue,A,1,1,1,11.651,2.242,2.26,1.17,2.062,.9350000000000001,1.61,5.357,1.636,1.43,1.961,26,Female,Yes,v27
631,c42a55853b65e03b3239117e,1,1,0,30,10,60,30,20,50,1,1,1,1,1.48,choice_first,short_first,Blue,B,0,1,1,12.768,5.696,4.392,3.234,4.475,3.644,3.505,3.067,3.099,5.521,3.266,60,Female,No,v27
567,c5921c29a01ea3f111e7c0b2,7,.8,1.15,43,3,54,64,3,33,5,5,4,4,0.70,choice_first,short_first,Blue,B,1,1,1,3.017,2.829,1.065,.523,.446,.369,2.652,1.875,2.056,.726,.785,18,Male,Yes,v27
646,c5e9e93b1a61c24001998328,3,2,1,10,5,85,70,5,25,3,2,4,3,0.00,beliefs_first,short_first,Blue,B,0,1,1,17.234,12.901,7.024,9.625999999999999,10.913,4.685,3.775,3.203,4.87,2.11,3.301,46,Female,No,v27
1657,cadb475f2cc8d18470ede4ee,6,1.08,1.08,33,33,34,33,33,34,4,3,5,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,70.69499999999999,28.88,19.901,16.113,20.313,51.181,12.979,12.758,14.898,19.092,23.494,63,Female,No,v27
672,cd1e491b68a1168966734db6,5,1.6,1.2,25,30,45,40,20,40,4,2,4,4,0.70,choice_first,short_first,Blue,A,0,1,1,14.539,8.653,5.775,2.476,4.504,4.601,3.163,3.332,2.031,1.939,1.16,33,Male,No,v27
739,ce978be9d4a2461bec6f95f5,4,0,2,25,50,25,20,20,60,2,4,5,5,0.30,choice_first,short_first,Blue,B,1,1,1,12.691,7.078,2.268,1.383,.905,.726,.75,.595,.787,.68,.767,58,Female,No,v27
1010,d5239dbebe85b86f10602b0e,7,2,1,80,5,15,5,5,90,3,4,5,4,1.30,choice_first,short_first,Blue,A,1,1,1,18.097,41.041,6.851,6.889,6.401,5.774,6.864,7.122,6.443,8.105,9.263,42,Female,No,v27
1013,d79d1a9b1a4e2ff8d1dc49ae,6,.9,1.2,40,40,20,30,20,50,4,4,4,5,0.88,choice_first,short_first,Blue,B,1,1,1,18.064,4.88,3.01,2.363,2.032,2.317,.277,1.772,1.955,2.194,2.11,36,Male,Yes,v27
850,d8800dc517a496f6493c3119,6,1.1,1.4,20,0,80,10,0,90,3,3,5,5,2.07,choice_first,short_first,Blue,A,1,1,1,21.118,9.505000000000001,7.016,8.022,6.891,7.815,6.233,10.692,6.791,5.706,6.479,23,Male,No,v27
546,d9d878aeebc17d6554c67e8f,5,1.6,2,0,6,94,0,3,97,3,3,5,4,1.48,choice_first,short_first,Blue,B,1,1,1,10.124,11.614,6.036,7.103,5.953,4.502,3.029,6.138,3.633,3.138,3.003,27,Female,No,v27
657,da692a3b63f2addb0bef379b,3,1.2,1.3,30,10,60,40,10,50,1,2,5,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,10.864,10.842,3.138,3.712,3.36,3.41,2.888,2.477,2.521,2.728,2.905,44,Male,No,v27
1217,dd21efd3dd3bf5eef7e2d742,4,2,1,50,20,30,40,30,30,4,2,3,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,2.254,235.975,.717,1.244,.637,1.115,.536,.467,.461,.486,1.075,35,Male,DATA_EXPIRED,v27
646,dea636837af9b699069cfe06,7,1.2,.6,20,1,79,60,1,39,4,2,2,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,8,4.75,3.096,1.311,.496,.429,.431,.372,1.463,.893,1.849,32,Male,No,v27
493,e100bd27821893767dc98803,2,.9,1,60,1,39,49,2,49,2,1,4,2,1.68,choice_first,short_first,Blue,A,1,1,1,6.273,1.364,1.636,1.167,.776,.787,.6850000000000001,.852,.794,1.265,1.311,32,Female,No,v27
1163,e3367adfa1613ca5cafd7f8a,6,.3,.5,100,0,0,100,0,0,5,3,5,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,29.401,32.801,56.301,58.901,1.987,25.54,2.789,2.569,4.841,5.124,3.7,30,Female,No,v27
350,e76efb0db2373f575e087217,5,1,.7,60,10,30,70,10,20,2,1,3,3,1.68,choice_first,short_first,Blue,A,0,1,1,8.785,5.748,3.352,5.145,5.41,4.574,3.274,1.629,2.211,3.285,3.232,24,Male,Yes,v27
554,eb80d56d33fab7c313aa62cf,5,1,2,30,0,70,10,0,90,3,1,5,5,1.68,choice_first,short_first,Blue,A,1,1,1,14.941,13.157,6.049,23.335,5.781,2.904,2.849,2.398,2.908,2.929,2.286,30,Female,No,v27
484,ec97e070c1240562e9096e6f,6,1.01,.89,35,5,60,65,5,30,4,2,4,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,11.654,2.271,2.802,1.076,.989,1.349,.853,1.253,.73,1.115,.842,25,Male,No,v27
1145,eec332916fd9b027f58201ed,6,.9,1.15,25,35,40,30,30,40,4,2,3,4,0.70,choice_first,short_first,Blue,B,0,1,1,20.706,13.635,3.619,4.601,4.188,5.335,3.122,4.798,2.383,2.855,4.592,53,Female,Yes,v27
1192,f5e131a6a9d35c59ac6b37f5,5,.5,1,40,25,35,40,20,40,3,3,4,3,0.00,beliefs_first,short_first,Blue,B,1,1,1,27.801,25.805,14.505,5.462,2.657,1.665,.806,8.122999999999999,1.702,1.201,3.674,31,Female,No,v27
