"id","round1_combined_array","df"
"be37bdad6e8711538f9c0deb","[0.05,0.30];[1.05,1.30];[1.88,2.07];[0.88,1.05];[0.30,0.50];[1.68,1.88];[1.48,1.68];[2.07,0.05];[0.70,0.88];[1.30,1.48];[0.50,0.70]","v27"
"5e83eb9d1ad516a97e2a3152","[1.88,2.07];[2.07,0.05];[1.68,1.88];[0.30,0.50];[0.05,0.30];[1.05,1.30];[1.48,1.68];[1.30,1.48];[0.70,0.88];[0.88,1.05];[0.50,0.70]","v27"
"1546bc50f5116e4fa5467498","[0.50,0.70];[1.68,1.88];[0.70,0.88];[1.48,1.68];[1.30,1.48];[1.05,1.30];[0.88,1.05];[2.07,0.05];[0.30,0.50];[0.05,0.30];[1.88,2.07]","v27"
"b56206a528709999f69d4716","[0.30,0.50];[0.88,1.05];[1.48,1.68];[0.50,0.70];[1.68,1.88];[0.70,0.88];[1.05,1.30];[0.05,0.30];[2.07,0.05];[1.30,1.48];[1.88,2.07]","v27"
"a3a97b0368ffd2bbdba8f240","[0.88,1.05];[1.68,1.88];[0.30,0.50];[0.50,0.70];[1.48,1.68];[1.30,1.48];[1.88,2.07];[1.05,1.30];[2.07,0.05];[0.05,0.30];[0.70,0.88]","v27"
"653c654e994901df9aa4b196","[2.07,0.05];[1.48,1.68];[1.30,1.48];[0.05,0.30];[1.68,1.88];[0.88,1.05];[0.50,0.70];[0.30,0.50];[1.88,2.07];[1.05,1.30];[0.70,0.88]","v27"
"947534fd6c48a034842e028a","[0.70,0.88];[0.30,0.50];[1.30,1.48];[0.05,0.30];[1.05,1.30];[1.48,1.68];[0.88,1.05];[2.07,0.05];[0.50,0.70];[1.68,1.88];[1.88,2.07]","v27"
"","[0.50,0.70];[1.68,1.88];[0.05,0.30];[0.70,0.88];[1.88,2.07];[0.30,0.50];[0.88,1.05];[1.48,1.68];[1.30,1.48];[1.05,1.30];[2.07,0.05]","v27"
"d8800dc517a496f6493c3119","[1.48,1.68];[0.30,0.50];[0.05,0.30];[2.07,0.05];[0.70,0.88];[1.88,2.07];[0.50,0.70];[1.05,1.30];[1.30,1.48];[1.68,1.88];[0.88,1.05]","v27"
"790ee6f2c7faa22e8f119185","[1.88,2.07];[1.30,1.48];[0.88,1.05];[2.07,0.05];[1.05,1.30];[1.68,1.88];[0.05,0.30];[0.30,0.50];[0.50,0.70];[1.48,1.68];[0.70,0.88]","v27"
"383db9dbc675349291299587","[0.88,1.05];[1.30,1.48];[2.07,0.05];[0.05,0.30];[0.30,0.50];[1.48,1.68];[1.68,1.88];[1.05,1.30];[0.70,0.88];[1.88,2.07];[0.50,0.70]","v27"
"b430d64bd2836e8c43b90c37","[0.70,0.88];[2.07,0.05];[1.05,1.30];[1.88,2.07];[0.05,0.30];[0.30,0.50];[0.88,1.05];[0.50,0.70];[1.30,1.48];[1.48,1.68];[1.68,1.88]","v27"
"ae2e6351013df7ebfd9d619b","[1.48,1.68];[0.50,0.70];[2.07,0.05];[0.88,1.05];[0.05,0.30];[0.70,0.88];[1.05,1.30];[1.30,1.48];[0.30,0.50];[1.68,1.88];[1.88,2.07]","v27"
"1b4f2a5b7abcda50558a34ad","[1.68,1.88];[0.88,1.05];[1.48,1.68];[2.07,0.05];[1.88,2.07];[0.05,0.30];[1.30,1.48];[0.50,0.70];[0.30,0.50];[0.70,0.88];[1.05,1.30]","v27"
"52f7d50a82b3afd8bf26d340","[1.48,1.68];[0.88,1.05];[0.50,0.70];[1.30,1.48];[0.30,0.50];[2.07,0.05];[1.88,2.07];[1.68,1.88];[1.05,1.30];[0.05,0.30];[0.70,0.88]","v27"
"41827ab6dacad081614bb52e","[1.68,1.88];[1.05,1.30];[0.70,0.88];[1.88,2.07];[0.50,0.70];[2.07,0.05];[0.05,0.30];[0.88,1.05];[1.48,1.68];[0.30,0.50];[1.30,1.48]","v27"
"","[0.88,1.05];[1.68,1.88];[2.07,0.05];[1.88,2.07];[0.50,0.70];[0.05,0.30];[0.70,0.88];[1.48,1.68];[1.30,1.48];[0.30,0.50];[1.05,1.30]","v27"
"","[1.68,1.88];[1.88,2.07];[1.05,1.30];[1.48,1.68];[0.88,1.05];[2.07,0.05];[1.30,1.48];[0.05,0.30];[0.50,0.70];[0.70,0.88];[0.30,0.50]","v27"
"aeb78ede83d042ba3fbd4107","[0.30,0.50];[1.88,2.07];[2.07,0.05];[0.88,1.05];[1.48,1.68];[1.05,1.30];[1.68,1.88];[1.30,1.48];[0.05,0.30];[0.70,0.88];[0.50,0.70]","v27"
"e3367adfa1613ca5cafd7f8a","[0.30,0.50];[1.68,1.88];[1.30,1.48];[0.05,0.30];[0.70,0.88];[1.88,2.07];[2.07,0.05];[0.50,0.70];[1.05,1.30];[1.48,1.68];[0.88,1.05]","v27"
"4c26e409d80182886e1cb32f","[1.05,1.30];[1.68,1.88];[0.88,1.05];[1.48,1.68];[0.05,0.30];[0.30,0.50];[2.07,0.05];[0.50,0.70];[0.70,0.88];[1.30,1.48];[1.88,2.07]","v27"
"45e3cd8185ea1360d99aa908","[0.30,0.50];[1.30,1.48];[1.48,1.68];[0.50,0.70];[1.05,1.30];[2.07,0.05];[0.70,0.88];[1.68,1.88];[1.88,2.07];[0.88,1.05];[0.05,0.30]","v27"
"4aaa8c7b70792e6056c65df5","[1.30,1.48];[1.88,2.07];[2.07,0.05];[0.70,0.88];[1.68,1.88];[0.05,0.30];[0.30,0.50];[0.88,1.05];[1.05,1.30];[1.48,1.68];[0.50,0.70]","v27"
"a686c17e84ce279302b1dcd7","[1.05,1.30];[2.07,0.05];[0.70,0.88];[0.50,0.70];[0.05,0.30];[0.88,1.05];[1.68,1.88];[1.30,1.48];[1.48,1.68];[0.30,0.50];[1.88,2.07]","v27"
"bc3bb7338dc272c4a68a12f5","[1.68,1.88];[1.48,1.68];[1.88,2.07];[0.50,0.70];[1.30,1.48];[0.70,0.88];[0.88,1.05];[1.05,1.30];[0.30,0.50];[2.07,0.05];[0.05,0.30]","v27"
"5066d99bc20e572e68c1c27f","[2.07,0.05];[1.68,1.88];[1.48,1.68];[0.88,1.05];[0.30,0.50];[1.30,1.48];[0.05,0.30];[1.05,1.30];[0.70,0.88];[0.50,0.70];[1.88,2.07]","v27"
"","[0.50,0.70];[1.30,1.48];[0.05,0.30];[0.70,0.88];[2.07,0.05];[0.30,0.50];[1.05,1.30];[1.88,2.07];[0.88,1.05];[1.68,1.88];[1.48,1.68]","v27"
"","[0.88,1.05];[0.50,0.70];[0.05,0.30];[1.68,1.88];[2.07,0.05];[1.48,1.68];[1.88,2.07];[0.30,0.50];[1.05,1.30];[0.70,0.88];[1.30,1.48]","v27"
"","[0.50,0.70];[0.05,0.30];[1.88,2.07];[2.07,0.05];[0.70,0.88];[1.68,1.88];[1.30,1.48];[1.48,1.68];[0.30,0.50];[0.88,1.05];[1.05,1.30]","v27"
"","[0.88,1.05];[0.50,0.70];[1.68,1.88];[2.07,0.05];[0.70,0.88];[0.05,0.30];[0.30,0.50];[1.88,2.07];[1.48,1.68];[1.05,1.30];[1.30,1.48]","v27"
"","[1.48,1.68];[0.88,1.05];[0.50,0.70];[0.30,0.50];[2.07,0.05];[1.68,1.88];[1.88,2.07];[0.05,0.30];[1.05,1.30];[1.30,1.48];[0.70,0.88]","v27"
"","[2.07,0.05];[1.48,1.68];[0.70,0.88];[0.05,0.30];[0.30,0.50];[1.05,1.30];[1.68,1.88];[1.30,1.48];[0.50,0.70];[1.88,2.07];[0.88,1.05]","v27"
"","[0.88,1.05];[0.05,0.30];[1.30,1.48];[1.05,1.30];[2.07,0.05];[1.68,1.88];[0.30,0.50];[0.50,0.70];[1.88,2.07];[1.48,1.68];[0.70,0.88]","v27"
"50752da83d27c8026eb27490","[1.48,1.68];[1.30,1.48];[1.68,1.88];[1.88,2.07];[2.07,0.05];[0.30,0.50];[1.05,1.30];[0.05,0.30];[0.70,0.88];[0.88,1.05];[0.50,0.70]","v27"
"","[1.48,1.68];[1.68,1.88];[2.07,0.05];[1.30,1.48];[0.05,0.30];[0.88,1.05];[0.30,0.50];[1.88,2.07];[0.50,0.70];[0.70,0.88];[1.05,1.30]","v27"
"b0c7bf7ca611eb872a682602","[0.70,0.88];[1.30,1.48];[1.05,1.30];[0.50,0.70];[1.68,1.88];[1.48,1.68];[1.88,2.07];[2.07,0.05];[0.05,0.30];[0.30,0.50];[0.88,1.05]","v27"
"8a10388edec3b913e4e2f735","[1.68,1.88];[1.88,2.07];[1.05,1.30];[1.48,1.68];[2.07,0.05];[1.30,1.48];[0.50,0.70];[0.30,0.50];[0.88,1.05];[0.05,0.30];[0.70,0.88]","v27"
"2811d993e6801a832a5c300b","[1.30,1.48];[0.88,1.05];[1.88,2.07];[1.05,1.30];[1.48,1.68];[0.05,0.30];[0.70,0.88];[1.68,1.88];[0.50,0.70];[0.30,0.50];[2.07,0.05]","v27"
"298965cca2abf540a8324bd0","[1.68,1.88];[0.50,0.70];[1.48,1.68];[0.88,1.05];[1.88,2.07];[0.30,0.50];[2.07,0.05];[1.30,1.48];[1.05,1.30];[0.05,0.30];[0.70,0.88]","v27"
"3f5fe1e6dfb70dd9f235315f","[0.30,0.50];[1.68,1.88];[1.48,1.68];[2.07,0.05];[0.88,1.05];[0.05,0.30];[1.05,1.30];[0.50,0.70];[0.70,0.88];[1.30,1.48];[1.88,2.07]","v27"
"5cf5bfc292a8ed7dc72b1dd7","[0.88,1.05];[0.70,0.88];[1.68,1.88];[0.30,0.50];[0.05,0.30];[1.88,2.07];[2.07,0.05];[1.48,1.68];[1.30,1.48];[0.50,0.70];[1.05,1.30]","v27"
"ec97e070c1240562e9096e6f","[1.88,2.07];[0.88,1.05];[0.70,0.88];[0.50,0.70];[1.30,1.48];[1.68,1.88];[0.30,0.50];[1.48,1.68];[0.05,0.30];[2.07,0.05];[1.05,1.30]","v27"
"40a51783ddaa3851b8364ab4","[2.07,0.05];[1.30,1.48];[1.48,1.68];[1.05,1.30];[0.88,1.05];[0.50,0.70];[0.70,0.88];[0.05,0.30];[0.30,0.50];[1.68,1.88];[1.88,2.07]","v27"
"e76efb0db2373f575e087217","[0.88,1.05];[1.30,1.48];[1.88,2.07];[1.05,1.30];[0.50,0.70];[1.68,1.88];[0.30,0.50];[0.05,0.30];[1.48,1.68];[0.70,0.88];[2.07,0.05]","v27"
"b441f134f5894ca81d993c6b","[0.88,1.05];[0.50,0.70];[1.88,2.07];[0.30,0.50];[1.30,1.48];[1.68,1.88];[2.07,0.05];[0.05,0.30];[1.48,1.68];[1.05,1.30];[0.70,0.88]","v27"
"c1e1a349c6d993e9fff096bf","[1.48,1.68];[1.05,1.30];[1.88,2.07];[0.05,0.30];[1.68,1.88];[1.30,1.48];[0.88,1.05];[2.07,0.05];[0.50,0.70];[0.30,0.50];[0.70,0.88]","v27"
"eb80d56d33fab7c313aa62cf","[0.05,0.30];[1.05,1.30];[0.30,0.50];[0.50,0.70];[1.30,1.48];[1.48,1.68];[2.07,0.05];[1.68,1.88];[0.70,0.88];[0.88,1.05];[1.88,2.07]","v27"
"827980883251a1abe3b3b6af","[0.05,0.30];[1.30,1.48];[1.05,1.30];[0.50,0.70];[1.68,1.88];[0.70,0.88];[1.88,2.07];[2.07,0.05];[1.48,1.68];[0.88,1.05];[0.30,0.50]","v27"
"3786fe7396a6739cee15869f","[1.05,1.30];[1.68,1.88];[0.05,0.30];[0.50,0.70];[0.88,1.05];[1.48,1.68];[0.30,0.50];[1.88,2.07];[2.07,0.05];[0.70,0.88];[1.30,1.48]","v27"
"5cdcc009a59b6b5b56921d24","[0.70,0.88];[1.30,1.48];[1.05,1.30];[2.07,0.05];[0.88,1.05];[1.48,1.68];[0.05,0.30];[1.68,1.88];[0.30,0.50];[0.50,0.70];[1.88,2.07]","v27"
"73260c723d487bc47e06a140","[0.88,1.05];[2.07,0.05];[0.05,0.30];[1.48,1.68];[1.88,2.07];[1.30,1.48];[0.50,0.70];[1.05,1.30];[0.70,0.88];[0.30,0.50];[1.68,1.88]","v27"
"2ddbf55d8521498b00482ca1","[0.05,0.30];[2.07,0.05];[1.30,1.48];[1.68,1.88];[1.48,1.68];[1.88,2.07];[0.50,0.70];[0.70,0.88];[0.88,1.05];[0.30,0.50];[1.05,1.30]","v27"
"0d998f0be07b75ca4a892822","[0.05,0.30];[0.70,0.88];[0.88,1.05];[1.68,1.88];[1.30,1.48];[2.07,0.05];[1.05,1.30];[0.50,0.70];[1.48,1.68];[1.88,2.07];[0.30,0.50]","v27"
"d9d878aeebc17d6554c67e8f","[0.05,0.30];[0.88,1.05];[1.68,1.88];[1.48,1.68];[0.30,0.50];[0.50,0.70];[0.70,0.88];[2.07,0.05];[1.88,2.07];[1.05,1.30];[1.30,1.48]","v27"
"8d65b87aeacfcf08169f0d06","[0.05,0.30];[0.50,0.70];[1.30,1.48];[1.05,1.30];[1.68,1.88];[1.88,2.07];[0.30,0.50];[0.70,0.88];[1.48,1.68];[2.07,0.05];[0.88,1.05]","v27"
"1f818a104af395f13707618e","[1.88,2.07];[0.30,0.50];[0.70,0.88];[0.88,1.05];[0.50,0.70];[2.07,0.05];[1.30,1.48];[1.05,1.30];[1.68,1.88];[1.48,1.68];[0.05,0.30]","v27"
"8032bda9c5ad85bdb6ff7cfa","[1.48,1.68];[0.70,0.88];[0.88,1.05];[1.30,1.48];[1.68,1.88];[0.50,0.70];[1.88,2.07];[1.05,1.30];[0.05,0.30];[2.07,0.05];[0.30,0.50]","v27"
"cd1e491b68a1168966734db6","[1.30,1.48];[2.07,0.05];[1.88,2.07];[0.88,1.05];[0.70,0.88];[1.48,1.68];[0.05,0.30];[0.30,0.50];[1.05,1.30];[0.50,0.70];[1.68,1.88]","v27"
"3e49a261fef275ec093e383d","[0.30,0.50];[1.05,1.30];[1.48,1.68];[0.88,1.05];[1.88,2.07];[2.07,0.05];[1.68,1.88];[0.70,0.88];[0.50,0.70];[1.30,1.48];[0.05,0.30]","v27"
"da692a3b63f2addb0bef379b","[1.88,2.07];[0.30,0.50];[2.07,0.05];[0.70,0.88];[1.30,1.48];[0.50,0.70];[0.05,0.30];[1.68,1.88];[1.05,1.30];[1.48,1.68];[0.88,1.05]","v27"
"c5e9e93b1a61c24001998328","[0.30,0.50];[0.88,1.05];[1.05,1.30];[1.48,1.68];[1.30,1.48];[1.88,2.07];[2.07,0.05];[0.05,0.30];[0.50,0.70];[0.70,0.88];[1.68,1.88]","v27"
"b947b9feb3ca93a24378970c","[0.70,0.88];[1.05,1.30];[1.68,1.88];[0.30,0.50];[0.50,0.70];[2.07,0.05];[1.88,2.07];[0.88,1.05];[1.48,1.68];[0.05,0.30];[1.30,1.48]","v27"
"c42a55853b65e03b3239117e","[0.88,1.05];[0.05,0.30];[0.70,0.88];[0.30,0.50];[1.48,1.68];[2.07,0.05];[1.88,2.07];[1.05,1.30];[1.30,1.48];[1.68,1.88];[0.50,0.70]","v27"
"dea636837af9b699069cfe06","[0.30,0.50];[0.50,0.70];[0.70,0.88];[1.05,1.30];[0.88,1.05];[1.48,1.68];[1.30,1.48];[0.05,0.30];[1.88,2.07];[1.68,1.88];[2.07,0.05]","v27"
"94b7a9ea24809c06313f6854","[1.48,1.68];[0.88,1.05];[1.30,1.48];[1.05,1.30];[0.70,0.88];[1.68,1.88];[2.07,0.05];[1.88,2.07];[0.50,0.70];[0.30,0.50];[0.05,0.30]","v27"
"393aa67e9112e3abd4f132d4","[1.30,1.48];[1.48,1.68];[2.07,0.05];[0.70,0.88];[0.05,0.30];[1.68,1.88];[0.88,1.05];[1.88,2.07];[1.05,1.30];[0.30,0.50];[0.50,0.70]","v27"
"1c2f3ef39de90ca5d08d8ecb","[0.88,1.05];[2.07,0.05];[1.05,1.30];[1.48,1.68];[0.30,0.50];[0.50,0.70];[1.68,1.88];[0.70,0.88];[0.05,0.30];[1.30,1.48];[1.88,2.07]","v27"
"77df9a2f25dab604454ee4e7","[1.48,1.68];[1.88,2.07];[0.05,0.30];[2.07,0.05];[0.50,0.70];[1.05,1.30];[0.70,0.88];[1.30,1.48];[1.68,1.88];[0.30,0.50];[0.88,1.05]","v27"
"be32e6609eb9aad490c6e3cf","[1.68,1.88];[2.07,0.05];[0.05,0.30];[0.50,0.70];[1.48,1.68];[1.88,2.07];[0.30,0.50];[1.30,1.48];[0.88,1.05];[1.05,1.30];[0.70,0.88]","v27"
"7592dc0e7a8ca3b9000ff187","[1.30,1.48];[0.30,0.50];[2.07,0.05];[0.70,0.88];[1.68,1.88];[1.88,2.07];[1.48,1.68];[0.05,0.30];[0.88,1.05];[1.05,1.30];[0.50,0.70]","v27"
"81f553e21c3ea7f5dd745857","[0.88,1.05];[0.05,0.30];[1.30,1.48];[0.30,0.50];[0.70,0.88];[1.68,1.88];[1.88,2.07];[0.50,0.70];[1.05,1.30];[2.07,0.05];[1.48,1.68]","v27"
"5f8a34237a5e0fec9890ee38","[1.30,1.48];[0.30,0.50];[2.07,0.05];[1.48,1.68];[1.05,1.30];[0.50,0.70];[0.88,1.05];[0.70,0.88];[0.05,0.30];[1.88,2.07];[1.68,1.88]","v27"
"4e95ee6b532343748c49a273","[0.88,1.05];[0.30,0.50];[0.50,0.70];[2.07,0.05];[1.05,1.30];[1.88,2.07];[0.05,0.30];[1.48,1.68];[1.30,1.48];[0.70,0.88];[1.68,1.88]","v27"
"95e50d5559d86e46491a487c","[0.50,0.70];[1.68,1.88];[1.30,1.48];[2.07,0.05];[0.88,1.05];[1.05,1.30];[1.48,1.68];[0.70,0.88];[0.05,0.30];[1.88,2.07];[0.30,0.50]","v27"
"12a858bc52d2dd8b651b9038","[1.30,1.48];[2.07,0.05];[0.50,0.70];[1.68,1.88];[0.05,0.30];[1.05,1.30];[0.70,0.88];[0.30,0.50];[1.88,2.07];[0.88,1.05];[1.48,1.68]","v27"
"34ff11e093d60db856a97d11","[1.48,1.68];[1.88,2.07];[1.05,1.30];[0.88,1.05];[0.70,0.88];[0.50,0.70];[1.68,1.88];[0.30,0.50];[1.30,1.48];[0.05,0.30];[2.07,0.05]","v27"
"3eba7448e5d3ea2cec7e66b1","[1.68,1.88];[0.88,1.05];[1.48,1.68];[1.30,1.48];[0.70,0.88];[0.50,0.70];[1.88,2.07];[0.30,0.50];[1.05,1.30];[0.05,0.30];[2.07,0.05]","v27"
"ce978be9d4a2461bec6f95f5","[1.48,1.68];[2.07,0.05];[1.88,2.07];[0.05,0.30];[1.30,1.48];[1.68,1.88];[0.70,0.88];[0.50,0.70];[1.05,1.30];[0.30,0.50];[0.88,1.05]","v27"
"b24536a8f15614c578f8a053","[2.07,0.05];[1.68,1.88];[0.05,0.30];[0.70,0.88];[1.48,1.68];[1.05,1.30];[0.50,0.70];[0.30,0.50];[0.88,1.05];[1.88,2.07];[1.30,1.48]","v27"
"499fbbc8cc8bbd2f146f6698","[0.50,0.70];[0.30,0.50];[0.88,1.05];[1.68,1.88];[1.05,1.30];[2.07,0.05];[1.48,1.68];[1.30,1.48];[0.05,0.30];[0.70,0.88];[1.88,2.07]","v27"
"d79d1a9b1a4e2ff8d1dc49ae","[1.88,2.07];[0.88,1.05];[1.68,1.88];[0.50,0.70];[1.05,1.30];[0.05,0.30];[1.48,1.68];[0.30,0.50];[2.07,0.05];[1.30,1.48];[0.70,0.88]","v27"
"b540c42da84c1e1a84b63528","[2.07,0.05];[0.05,0.30];[1.05,1.30];[1.30,1.48];[1.48,1.68];[0.88,1.05];[0.30,0.50];[0.50,0.70];[1.88,2.07];[1.68,1.88];[0.70,0.88]","v27"
"d5239dbebe85b86f10602b0e","[0.70,0.88];[0.50,0.70];[0.30,0.50];[1.48,1.68];[1.88,2.07];[1.68,1.88];[0.05,0.30];[1.30,1.48];[0.88,1.05];[2.07,0.05];[1.05,1.30]","v27"
"b316301c478d3763917c69ae","[1.68,1.88];[0.30,0.50];[1.05,1.30];[2.07,0.05];[0.70,0.88];[1.30,1.48];[0.88,1.05];[1.88,2.07];[1.48,1.68];[0.05,0.30];[0.50,0.70]","v27"
"84c1c05ae280ac211b6b0c0a","[2.07,0.05];[1.05,1.30];[0.05,0.30];[1.88,2.07];[1.68,1.88];[0.30,0.50];[0.70,0.88];[1.30,1.48];[0.88,1.05];[1.48,1.68];[0.50,0.70]","v27"
"33d857db5303ea1a644345a1","[0.30,0.50];[1.05,1.30];[1.30,1.48];[0.70,0.88];[2.07,0.05];[1.48,1.68];[1.88,2.07];[0.50,0.70];[1.68,1.88];[0.05,0.30];[0.88,1.05]","v27"
"41157ce9b7ceb51b36667da7","[2.07,0.05];[1.30,1.48];[1.48,1.68];[1.88,2.07];[0.88,1.05];[1.05,1.30];[0.50,0.70];[1.68,1.88];[0.30,0.50];[0.05,0.30];[0.70,0.88]","v27"
"407b2dc34bad6c3b369ce8f6","[1.88,2.07];[1.05,1.30];[1.30,1.48];[2.07,0.05];[0.88,1.05];[1.68,1.88];[1.48,1.68];[0.70,0.88];[0.50,0.70];[0.30,0.50];[0.05,0.30]","v27"
"dd21efd3dd3bf5eef7e2d742","[0.05,0.30];[2.07,0.05];[0.70,0.88];[1.88,2.07];[0.30,0.50];[1.48,1.68];[0.50,0.70];[1.05,1.30];[1.30,1.48];[0.88,1.05];[1.68,1.88]","v27"
"f5e131a6a9d35c59ac6b37f5","[0.05,0.30];[2.07,0.05];[0.70,0.88];[1.05,1.30];[1.88,2.07];[0.50,0.70];[0.30,0.50];[0.88,1.05];[1.48,1.68];[1.30,1.48];[1.68,1.88]","v27"
"5db6a4777e177112f312e1fd","[2.07,0.05];[0.05,0.30];[0.88,1.05];[1.30,1.48];[0.70,0.88];[0.50,0.70];[1.48,1.68];[0.30,0.50];[1.05,1.30];[1.68,1.88];[1.88,2.07]","v27"
"7396af40932f274c41584167","[0.70,0.88];[1.68,1.88];[0.50,0.70];[0.88,1.05];[2.07,0.05];[1.88,2.07];[0.30,0.50];[1.48,1.68];[0.05,0.30];[1.05,1.30];[1.30,1.48]","v27"
"9fe258624f90d0cffae47927","[1.30,1.48];[2.07,0.05];[1.88,2.07];[0.88,1.05];[0.05,0.30];[0.50,0.70];[1.05,1.30];[1.48,1.68];[0.30,0.50];[0.70,0.88];[1.68,1.88]","v27"
"5bf269a6a9ad950e14f14d4c","[0.30,0.50];[1.88,2.07];[0.05,0.30];[1.48,1.68];[0.70,0.88];[1.30,1.48];[1.05,1.30];[2.07,0.05];[0.50,0.70];[0.88,1.05];[1.68,1.88]","v27"
"2d5eb45311ed0fb561e8036e","[0.70,0.88];[0.05,0.30];[2.07,0.05];[0.50,0.70];[0.88,1.05];[1.68,1.88];[1.48,1.68];[1.30,1.48];[1.88,2.07];[0.30,0.50];[1.05,1.30]","v27"
"cadb475f2cc8d18470ede4ee","[0.50,0.70];[0.70,0.88];[0.30,0.50];[0.88,1.05];[1.05,1.30];[1.30,1.48];[1.88,2.07];[1.68,1.88];[1.48,1.68];[0.05,0.30];[2.07,0.05]","v27"
"ad439c05f0e03e72d04e9b74","[0.50,0.70];[1.68,1.88];[1.30,1.48];[1.48,1.68];[1.88,2.07];[0.05,0.30];[0.30,0.50];[0.70,0.88];[0.88,1.05];[2.07,0.05];[1.05,1.30]","v27"
"63712eb4128d996d77a0961f","[0.50,0.70];[1.88,2.07];[0.88,1.05];[1.48,1.68];[1.05,1.30];[0.05,0.30];[2.07,0.05];[0.30,0.50];[0.70,0.88];[1.68,1.88];[1.30,1.48]","v27"
"8ca8b91130236c20948471f9","[1.48,1.68];[1.88,2.07];[0.88,1.05];[1.30,1.48];[1.68,1.88];[0.30,0.50];[0.70,0.88];[0.50,0.70];[2.07,0.05];[1.05,1.30];[0.05,0.30]","v27"
"4e3d4fb3964bce1223a78d38","[1.48,1.68];[0.50,0.70];[2.07,0.05];[1.30,1.48];[1.88,2.07];[0.05,0.30];[1.68,1.88];[1.05,1.30];[0.88,1.05];[0.70,0.88];[0.30,0.50]","v27"
"536882f5c682f5620983f308","[2.07,0.05];[1.30,1.48];[0.30,0.50];[1.88,2.07];[1.68,1.88];[0.70,0.88];[1.48,1.68];[0.50,0.70];[0.05,0.30];[1.05,1.30];[0.88,1.05]","v27"
"9e9239e01531186aa09d0c86","[0.30,0.50];[1.05,1.30];[0.70,0.88];[1.68,1.88];[1.30,1.48];[1.48,1.68];[2.07,0.05];[0.05,0.30];[1.88,2.07];[0.88,1.05];[0.50,0.70]","v27"
"eec332916fd9b027f58201ed","[1.68,1.88];[1.48,1.68];[0.88,1.05];[1.05,1.30];[1.30,1.48];[0.50,0.70];[0.30,0.50];[0.05,0.30];[0.70,0.88];[1.88,2.07];[2.07,0.05]","v27"
"8e20cfda8c6c380ee3b442d3","[1.48,1.68];[0.05,0.30];[1.88,2.07];[0.70,0.88];[1.05,1.30];[1.30,1.48];[2.07,0.05];[0.30,0.50];[0.88,1.05];[1.68,1.88];[0.50,0.70]","v27"
