id,bonus_payment,choiceB,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,age,sex,student,df
1995ae47faf46a7bdbdd0bb3,2.00,0,beliefs_first,5,2,3,4,403,1,1,45,10,45,45,10,45,4,B,1,1,24,Male,Yes,v13
a9c741f2ef6f9ec9aec348bf,0.00,1,beliefs_first,3,4,4,4,398,0.99,0.91,35,50,15,85,12,3,5,B,1,1,28,Female,Yes,v13
c2b65f5a131694e3246cb4cd,0.80,0,choice_first,4,2,3,2,491,0.75,1,25,25,50,60,10,30,5,B,1,1,27,Male,No,v13
cb86edf90db619f45064b7a4,2.00,1,beliefs_first,4,4,5,4,518,1,1,45,10,45,45,10,45,4,B,1,1,52,Male,No,v13
0add3f48401fdc0107a46017,1.00,1,choice_first,5,1,5,5,402,1,1.25,40,20,40,30,30,40,5,B,1,1,32,Male,No,v13
c9894ebe1e10344ba6905c93,0.00,1,beliefs_first,5,4,3,4,409,0.7,0.2,50,30,20,30,40,30,7,B,1,1,50,Female,No,v13
cd28bb078551600369bd4627,1.40,1,choice_first,4,2,3,3,557,1,1,50,10,40,50,10,40,5,B,1,1,41,Female,No,v13
a3fc7ecc6dbc65f721ef35e5,0.00,1,choice_first,3,3,3,4,644,1,1.25,45,10,45,40,11,49,6,A,1,1,26,Female,No,v13
b074cb92b7cfff21e741251a,2.00,1,beliefs_first,4,2,5,5,692,1.05,1.25,45,1,54,45,1,54,6,A,1,1,67,Female,No,v13
a48fe5b2788d8371e9108e97,0.00,1,beliefs_first,3,3,4,3,731,0.73,1,65,25,10,55,15,30,5,B,1,1,35,Female,Yes,v13
0342ff77bbb5efdef6abf1d9,0.00,1,beliefs_first,4,3,5,5,420,1,0.75,0,100,0,100,0,0,7,B,1,1,27,Female,Yes,v13
7bce6dabb5b7a5529df238ae,2.00,0,beliefs_first,3,2,5,5,701,1.1,1,45,10,45,45,10,45,5,A,1,1,31,Female,No,v13
92a86bed65576fea234809c0,1.60,1,choice_first,2,1,4,4,686,1,1.5,45,10,45,45,10,45,5,B,1,1,46,Female,No,v13
1e2d915e273014585e736861,0.20,1,choice_first,3,5,2,2,788,1,1,40,30,30,30,40,30,6,A,1,1,29,Male,No,v13
267d5dc38509f47114bf279d,0.40,1,choice_first,4,3,4,2,688,1.15,1.25,46,8,46,46,8,46,6,A,1,1,36,Male,No,v13
497ce7c37fa7dd60930255a6,0.00,1,beliefs_first,4,2,4,2,874,1,0.8,25,50,25,50,25,25,5,A,1,1,37,Male,No,v13
951fb72bf7fb58b64f1c5db8,1.40,1,choice_first,3,2,4,4,816,1,1,45,10,45,50,10,40,4,A,1,1,36,Male,No,v13
02c577b3950ce55c4754041f,0.00,0,choice_first,2,2,3,3,967,2,1.8,45,10,45,45,10,45,2,B,1,1,51,Male,No,v13
4505770772317a065e7d9de6,1.80,0,choice_first,4,1,4,4,951,2,2,0,0,100,0,0,100,7,B,1,1,25,Female,Yes,v13
135364412d466de3e9b56763,0.00,1,beliefs_first,3,5,4,4,878,1,0.8,40,0.9,59.1,40,0.9,59.1,4,B,1,1,34,Female,No,v13
65fb0bf20891cf0424bb1628,0.60,1,choice_first,4,3,4,3,717,1,1.2,45,10,45,42,10,48,6,A,1,1,50,Male,No,v13
6c1c794168c5fa5bdec42aaa,2.00,1,beliefs_first,2,4,5,4,1026,1,1,45.5,9,45.5,45.5,9,45.5,6,A,1,1,54,Male,No,v13
13ae43e976055239451bc6e3,1.20,0,choice_first,5,4,3,2,1173,0.8,1,45,10,45,45,10,45,5,A,1,1,23,Male,Yes,v13
b5d6038f62011486452801de,1.20,1,choice_first,4,4,4,5,416,1,0.75,46,8,46,46,8,46,6,B,1,1,32,Male,No,v13
27cd1095d9b62396e297f711,2.00,0,beliefs_first,5,4,5,5,680,0.18,0.18,45,10,45,45,10,45,6,A,1,1,24,Male,No,v13
2f20c3b57cc011776ed9a0fc,0.00,1,beliefs_first,4,1,5,5,1045,1,1,45,10,45,45,10,45,5,B,1,1,49,Female,No,v13
1c5770778a84237df0857804,1.80,1,choice_first,4,4,2,2,1519,0.2,2,50,30,20,20,30,50,6,B,1,1,32,Male,No,v13
86f8889132dfe4d79c4323ac,0.40,1,choice_first,4,4,4,4,415,0.75,1,45,10,45,45,10,45,5,B,1,1,25,Female,DATA_EXPIRED,v13
197889547fdfd0f4c0a3ee84,0.80,1,choice_first,4,4,5,5,336,0.75,1,50,10,40,30,10,60,5,B,1,1,27,Male,No,v13
2abf372aa1e4d1de0cd46625,0.60,0,choice_first,4,2,3,3,284,1.8,2,20,30,50,10,50,40,5,A,1,1,30,Male,No,v13
84c9d0284529ac489385f707,2.00,0,beliefs_first,4,4,2,4,570,1.25,1.25,45,10,45,45,10,45,4,B,1,1,34,Male,No,v13
7ef8c098b2f0ba210caa0d41,1.40,0,choice_first,4,2,4,4,285,1.15,1.25,50,10,40,35,10,55,5,B,1,1,26,Female,No,v13
0b80b6e00c54a0b016adab22,0.00,1,beliefs_first,4,3,5,2,275,0.8,1.2,80,1,19,40,1,59,7,A,1,1,30,Female,No,v13
7e2dc893a288d13c94a4d4db,0.00,0,choice_first,3,1,4,4,302,0.2,0.4,50,10,40,60,10,30,3,B,1,1,23,Female,No,v13
b166b162e7b6e7c114144ef9,2.00,0,beliefs_first,3,4,4,3,570,1,1.1,45,10,45,36,10,54,6,B,1,1,58,Female,No,v13
4f6733edd6bc198d320f30fb,0.00,0,beliefs_first,5,3,4,5,315,1,1,10,30,60,20,40,40,4,A,1,1,33,Female,No,v13
4c76026f6ff93b0b91dd45a6,0.00,1,choice_first,2,1,4,4,358,1,1.2,45,10,45,45,10,45,6,A,1,1,43,Female,No,v13
25021cf434129cd9f52fec8e,0.00,1,beliefs_first,4,3,4,4,351,1,1,48,4,48,49,2,49,7,B,1,1,29,Female,No,v13
f53d608761302ed3bf4f5c72,0.60,1,choice_first,3,3,4,4,336,2,2,50,5,45,50,5,45,6,A,1,1,35,Female,No,v13
e3af20e6ea4149ee8b688adb,1.80,1,choice_first,4,2,4,4,660,1,1,45,10,45,45,10,45,5,A,1,1,34,Male,No,v13
7cecf612506d4577dcfe8d14,0.40,1,choice_first,3,2,5,5,478,1,1.25,50,10,40,40,10,50,6,B,1,1,20,Male,No,v13
612405c649f9b0d53e9aa912,2.00,1,beliefs_first,2,3,4,4,578,1,1,45,10,45,45,10,45,7,B,1,1,50,Female,No,v13
649bf51a0118b7666b7db542,0.00,1,beliefs_first,5,5,5,5,571,0.89,0.91,45,10,45,47,10,43,7,B,1,1,62,Male,No,v13
dc6af1581988d6a86aa4a75b,0.80,1,choice_first,4,3,3,4,376,1,1.05,49,1,50,49,1,50,7,B,1,1,31,Male,No,v13
b4c1cc690ca352dc45756d29,1.20,1,choice_first,5,4,4,4,612,0.81,0.81,45.3,9.4,45.3,45.3,9.4,45.3,7,B,1,1,35,Male,No,v13
aab211d7421d2071248689c4,1.20,1,choice_first,3,4,5,5,472,0.9,1.1,45,10,45,45,10,45,6,A,1,1,24,Male,No,v13
fb225348fb99131761689564,1.40,0,choice_first,5,3,3,3,627,1.2,1,30,30,40,40,20,40,6,B,1,1,29,Male,No,v13
909e12591a25951e5e84d55c,0.00,0,choice_first,3,2,5,5,745,1.1,0.8,40,10,50,50,10,40,5,B,1,1,48,Male,No,v13
0905c32e3e7f7217ca49cd3e,2.00,1,beliefs_first,2,3,5,3,575,1,1,45,10,45,45,10,45,2,B,1,1,30,Male,No,v13
192a1fe195e4fab028336cae,2.00,1,beliefs_first,2,4,4,3,580,0.8,1,50,5,45,40,10,50,6,B,1,1,34,Male,No,v13
30b5362c5beecce35bce7e6c,0.00,0,beliefs_first,2,1,5,5,505,1,1.2,40,20,40,40,20,40,6,B,1,1,31,Female,No,v13
4fa629ca6e74caf4d8929605,1.20,0,choice_first,3,2,4,4,728,1.25,1,50,20,30,60,10,30,3,A,1,1,51,Female,No,v13
57a20d98e8cfea472bf3667d,0.00,1,choice_first,5,2,2,4,590,1,1,40,20,40,40,20,40,7,B,1,1,41,Female,No,v13
2edaf84e05a9b29d542b299b,0.20,1,choice_first,4,4,4,4,650,1,0.9,45.5,9,45.5,45.5,9,45.5,6,B,1,1,35,Male,Yes,v13
0e71407450879c293f9f31c3,0.00,0,beliefs_first,4,3,4,3,799,2,1,20,30,50,40,30,30,5,A,1,1,44,Male,Yes,v13
68b6f5a0b265122e3c192bf1,1.00,1,choice_first,2,2,5,3,756,1,1,60,5,35,60,5,35,4,A,1,1,55,Female,No,v13
bf3da0ef8e4dc229788c13f3,0.60,1,choice_first,4,2,4,3,736,1.25,0.75,20,20,60,20,20,60,5,A,1,1,46,Female,No,v13
1e0acdb60849c99acd120fe2,0.00,0,beliefs_first,2,2,5,4,774,2,2,40,10,50,50,10,40,5,B,1,1,49,Female,DATA_EXPIRED,v13
b4d7a3df5d326c83d67e92e1,0.80,1,choice_first,3,2,4,4,706,1,1,45,10,45,45,10,45,7,A,1,1,49,Male,No,v13
dc84ef224ef2af3e8945664f,1.80,1,choice_first,3,1,5,4,491,0.75,1,50,10,40,40,25,35,5,A,1,1,30,Female,No,v13
bfa9def5a9e1666c2dddbf8f,1.00,1,choice_first,4,3,5,3,783,1,1.25,50,25,25,25,25,50,5,A,1,1,53,Male,No,v13
acd49d3ca55059d0837fe0ea,2.00,1,beliefs_first,4,3,4,4,1052,1,1,45,10,45,45,10,45,5,A,1,1,50,Male,No,v13
4fb7c22e7e87beaf028eb064,2.00,1,beliefs_first,4,2,4,5,961,1.17,0.82,45.46,9.09,45.45,45.46,9.09,45.45,6,B,1,1,36,Male,No,v13
193531650725818e7ec89dfc,2.00,1,beliefs_first,4,4,5,5,842,0.8,1,55,10,35,45,10,45,6,B,1,1,30,Female,No,v13
463d30eabebfbb2bd140145a,0.00,1,beliefs_first,4,1,4,3,729,0.9,1.1,50,20,30,70,10,20,5,A,1,1,45,Female,Yes,v13
8d5f4d5b804e299d91698861,1.20,0,choice_first,3,3,5,5,1053,1.25,1,20,30,50,10,30,60,5,A,1,1,51,Female,Yes,v13
a3075981d3eb96152facacf0,0.60,0,choice_first,3,3,4,4,566,1,1,45,10,45,45,10,45,6,A,1,1,34,Male,No,v13
93474a3b5641aff92c5853ed,0.00,1,beliefs_first,2,1,5,5,1394,0.4,0.2,50,10,40,40,40,20,4,B,1,1,64,Female,No,v13
