id,round1_combined_array,df
e01ec8af40bc925b71a876d6,"[1.88,2.07];[1.30,1.48];[1.48,1.68];[0.88,1.05];[0.70,0.88];[0.30,0.50];[2.07,0.05];[1.68,1.88];[0.50,0.70];[1.05,1.30];[0.05,0.30]",v21
917804e460d51174e3c2d4e8,"[2.07,0.05];[1.68,1.88];[1.88,2.07];[1.05,1.30];[0.70,0.88];[1.48,1.68];[0.88,1.05];[0.30,0.50];[0.05,0.30];[0.50,0.70];[1.30,1.48]",v21
2beb7959c9674324375e5df4,"[0.50,0.70];[1.48,1.68];[0.05,0.30];[1.05,1.30];[1.30,1.48];[2.07,0.05];[1.68,1.88];[0.30,0.50];[0.88,1.05];[1.88,2.07];[0.70,0.88]",v21
1b41b2d4c63b7a6141c8b4b1,"[0.50,0.70];[1.48,1.68];[1.30,1.48];[1.68,1.88];[2.07,0.05];[1.05,1.30];[0.70,0.88];[0.30,0.50];[0.88,1.05];[0.05,0.30];[1.88,2.07]",v21
89a4dd19e27017987fb6e53a,"[0.05,0.30];[1.05,1.30];[1.48,1.68];[0.30,0.50];[1.68,1.88];[0.88,1.05];[1.30,1.48];[1.88,2.07];[2.07,0.05];[0.50,0.70];[0.70,0.88]",v21
0cc7ab8697aff8fd5bad5f56,"[0.50,0.70];[1.30,1.48];[2.07,0.05];[0.70,0.88];[0.30,0.50];[0.05,0.30];[1.68,1.88];[0.88,1.05];[1.48,1.68];[1.05,1.30];[1.88,2.07]",v21
688960843dbc28b8c9ccfaa0,"[0.70,0.88];[0.50,0.70];[1.68,1.88];[1.48,1.68];[1.05,1.30];[0.88,1.05];[0.30,0.50];[1.30,1.48];[2.07,0.05];[0.05,0.30];[1.88,2.07]",v21
6b672990ab82ee8ee2887cd0,"[1.88,2.07];[0.70,0.88];[0.05,0.30];[1.48,1.68];[1.05,1.30];[2.07,0.05];[0.30,0.50];[0.88,1.05];[1.30,1.48];[0.50,0.70];[1.68,1.88]",v21
8346129cb4d9159d806ca091,"[0.05,0.30];[0.50,0.70];[0.30,0.50];[0.88,1.05];[1.68,1.88];[1.48,1.68];[2.07,0.05];[1.05,1.30];[1.88,2.07];[0.70,0.88];[1.30,1.48]",v21
65acbee1e9e61f58f7b77065,"[0.30,0.50];[1.30,1.48];[1.68,1.88];[0.70,0.88];[1.05,1.30];[2.07,0.05];[1.88,2.07];[0.05,0.30];[0.50,0.70];[0.88,1.05];[1.48,1.68]",v21
f74dc030b81adab97208d382,"[1.30,1.48];[0.50,0.70];[0.70,0.88];[1.48,1.68];[0.30,0.50];[1.68,1.88];[0.88,1.05];[0.05,0.30];[2.07,0.05];[1.88,2.07];[1.05,1.30]",v21
9afdf9c5f24362dbbd69d3b0,"[0.88,1.05];[2.07,0.05];[1.48,1.68];[0.50,0.70];[1.88,2.07];[1.30,1.48];[0.70,0.88];[1.68,1.88];[0.05,0.30];[1.05,1.30];[0.30,0.50]",v21
01b581fccbaa63f48a6f80dd,"[1.48,1.68];[0.50,0.70];[1.68,1.88];[0.30,0.50];[2.07,0.05];[0.70,0.88];[1.88,2.07];[1.05,1.30];[0.05,0.30];[0.88,1.05];[1.30,1.48]",v21
2d20f9e7fa1b7d8122d61e83,"[0.05,0.30];[1.48,1.68];[0.30,0.50];[2.07,0.05];[0.50,0.70];[1.88,2.07];[1.68,1.88];[1.05,1.30];[0.88,1.05];[0.70,0.88];[1.30,1.48]",v21
8a0b6a9b50e5954c9b7434cb,"[1.68,1.88];[2.07,0.05];[0.70,0.88];[1.30,1.48];[1.88,2.07];[1.05,1.30];[1.48,1.68];[0.50,0.70];[0.05,0.30];[0.30,0.50];[0.88,1.05]",v21
7af635fb4f5d1c9b03ef8ac6,"[0.50,0.70];[1.68,1.88];[0.88,1.05];[0.70,0.88];[2.07,0.05];[1.30,1.48];[0.30,0.50];[0.05,0.30];[1.48,1.68];[1.05,1.30];[1.88,2.07]",v21
86ebe03cd2057c6b25110319,"[0.30,0.50];[1.05,1.30];[1.88,2.07];[1.48,1.68];[1.30,1.48];[0.05,0.30];[2.07,0.05];[0.88,1.05];[0.50,0.70];[1.68,1.88];[0.70,0.88]",v21
,"[1.30,1.48];[0.30,0.50];[1.68,1.88];[1.05,1.30];[1.88,2.07];[0.05,0.30];[2.07,0.05];[0.70,0.88];[0.88,1.05];[0.50,0.70];[1.48,1.68]",v21
,"[0.05,0.30];[2.07,0.05];[0.50,0.70];[0.88,1.05];[1.48,1.68];[1.68,1.88];[0.70,0.88];[0.30,0.50];[1.05,1.30];[1.30,1.48];[1.88,2.07]",v21
,"[2.07,0.05];[0.50,0.70];[0.70,0.88];[1.68,1.88];[1.88,2.07];[0.05,0.30];[0.30,0.50];[1.48,1.68];[1.30,1.48];[0.88,1.05];[1.05,1.30]",v21
,"[0.70,0.88];[0.30,0.50];[0.88,1.05];[1.48,1.68];[1.68,1.88];[2.07,0.05];[1.88,2.07];[1.30,1.48];[0.50,0.70];[1.05,1.30];[0.05,0.30]",v21
,"[0.70,0.88];[2.07,0.05];[0.50,0.70];[1.30,1.48];[1.88,2.07];[0.30,0.50];[1.68,1.88];[1.48,1.68];[0.88,1.05];[1.05,1.30];[0.05,0.30]",v21
010422c219a70d09fc855ffe,"[1.88,2.07];[1.05,1.30];[2.07,0.05];[0.88,1.05];[1.30,1.48];[0.05,0.30];[1.48,1.68];[0.70,0.88];[0.30,0.50];[0.50,0.70];[1.68,1.88]",v21
,"[0.50,0.70];[1.05,1.30];[0.88,1.05];[1.68,1.88];[2.07,0.05];[0.70,0.88];[0.05,0.30];[1.30,1.48];[0.30,0.50];[1.48,1.68];[1.88,2.07]",v21
9d887541722c3b46d6e24220,"[0.88,1.05];[0.50,0.70];[1.05,1.30];[1.48,1.68];[0.30,0.50];[1.30,1.48];[0.70,0.88];[2.07,0.05];[1.88,2.07];[0.05,0.30];[1.68,1.88]",v21
f1c6ff6df70819242dc9859f,"[1.68,1.88];[0.05,0.30];[0.50,0.70];[1.88,2.07];[2.07,0.05];[0.30,0.50];[1.30,1.48];[1.05,1.30];[0.88,1.05];[1.48,1.68];[0.70,0.88]",v21
,"[1.68,1.88];[1.30,1.48];[0.50,0.70];[1.88,2.07];[0.30,0.50];[0.88,1.05];[0.70,0.88];[0.05,0.30];[1.05,1.30];[1.48,1.68];[2.07,0.05]",v21
,"[2.07,0.05];[1.30,1.48];[0.70,0.88];[0.88,1.05];[0.30,0.50];[0.50,0.70];[1.05,1.30];[1.88,2.07];[1.68,1.88];[1.48,1.68];[0.05,0.30]",v21
,"[1.05,1.30];[0.05,0.30];[0.50,0.70];[1.48,1.68];[1.88,2.07];[1.68,1.88];[1.30,1.48];[0.88,1.05];[0.30,0.50];[0.70,0.88];[2.07,0.05]",v21
81e4dff987e53394d56ae5fb,"[1.48,1.68];[1.88,2.07];[1.68,1.88];[0.30,0.50];[0.88,1.05];[0.70,0.88];[1.30,1.48];[0.05,0.30];[0.50,0.70];[2.07,0.05];[1.05,1.30]",v21
89043b747a297a2a0d2c5733,"[2.07,0.05];[1.30,1.48];[1.88,2.07];[1.68,1.88];[0.70,0.88];[0.88,1.05];[0.05,0.30];[1.48,1.68];[0.50,0.70];[0.30,0.50];[1.05,1.30]",v21
,"[0.30,0.50];[1.05,1.30];[1.88,2.07];[1.48,1.68];[2.07,0.05];[1.68,1.88];[0.88,1.05];[0.05,0.30];[0.70,0.88];[0.50,0.70];[1.30,1.48]",v21
3a84ecb8fec88c558d909619,"[0.70,0.88];[0.30,0.50];[1.05,1.30];[0.05,0.30];[1.68,1.88];[1.88,2.07];[0.88,1.05];[2.07,0.05];[1.30,1.48];[1.48,1.68];[0.50,0.70]",v21
988ac26df6618299dd4a7db1,"[0.50,0.70];[1.48,1.68];[1.05,1.30];[0.05,0.30];[0.70,0.88];[0.30,0.50];[1.88,2.07];[0.88,1.05];[2.07,0.05];[1.68,1.88];[1.30,1.48]",v21
083a83d72a71043f5a0930ef,"[2.07,0.05];[0.70,0.88];[1.05,1.30];[0.88,1.05];[0.05,0.30];[1.48,1.68];[1.88,2.07];[0.50,0.70];[0.30,0.50];[1.30,1.48];[1.68,1.88]",v21
9991c02884fdebfd46ba99cb,"[0.05,0.30];[1.88,2.07];[0.50,0.70];[0.70,0.88];[0.88,1.05];[1.05,1.30];[1.68,1.88];[1.30,1.48];[1.48,1.68];[0.30,0.50];[2.07,0.05]",v21
1899ae6ff18fd28008ce7567,"[1.05,1.30];[0.50,0.70];[1.48,1.68];[1.88,2.07];[1.68,1.88];[0.05,0.30];[0.70,0.88];[1.30,1.48];[0.88,1.05];[0.30,0.50];[2.07,0.05]",v21
,"[0.70,0.88];[1.05,1.30];[0.30,0.50];[1.68,1.88];[0.88,1.05];[1.88,2.07];[2.07,0.05];[0.05,0.30];[1.30,1.48];[1.48,1.68];[0.50,0.70]",v21
b495c68dd291707ad3fbe37c,"[2.07,0.05];[0.70,0.88];[0.05,0.30];[0.30,0.50];[1.88,2.07];[1.30,1.48];[0.88,1.05];[1.48,1.68];[1.68,1.88];[1.05,1.30];[0.50,0.70]",v21
,"[1.68,1.88];[0.30,0.50];[2.07,0.05];[0.50,0.70];[1.48,1.68];[0.88,1.05];[1.05,1.30];[0.70,0.88];[1.88,2.07];[0.05,0.30];[1.30,1.48]",v21
e2815d0677933d925dfcc6da,"[1.88,2.07];[1.05,1.30];[0.05,0.30];[1.48,1.68];[0.50,0.70];[0.88,1.05];[1.68,1.88];[2.07,0.05];[0.30,0.50];[1.30,1.48];[0.70,0.88]",v21
6bbc923a623ec57f11300152,"[1.05,1.30];[2.07,0.05];[1.68,1.88];[1.88,2.07];[0.70,0.88];[1.48,1.68];[0.05,0.30];[0.50,0.70];[0.30,0.50];[1.30,1.48];[0.88,1.05]",v21
ee20451a06a37ab676bf6a69,"[1.30,1.48];[1.05,1.30];[0.50,0.70];[0.70,0.88];[0.88,1.05];[2.07,0.05];[1.88,2.07];[0.05,0.30];[0.30,0.50];[1.48,1.68];[1.68,1.88]",v21
fd1655bfbb8199b4d08fb377,"[2.07,0.05];[0.05,0.30];[1.05,1.30];[1.48,1.68];[1.30,1.48];[0.88,1.05];[0.30,0.50];[1.68,1.88];[1.88,2.07];[0.50,0.70];[0.70,0.88]",v21
e20c13320fcd8fbf712dfe59,"[0.70,0.88];[0.88,1.05];[1.05,1.30];[0.50,0.70];[1.30,1.48];[0.30,0.50];[2.07,0.05];[0.05,0.30];[1.68,1.88];[1.88,2.07];[1.48,1.68]",v21
d5631a5e02ce4227f2f39566,"[1.30,1.48];[1.48,1.68];[0.70,0.88];[1.68,1.88];[0.30,0.50];[0.50,0.70];[2.07,0.05];[0.05,0.30];[1.05,1.30];[1.88,2.07];[0.88,1.05]",v21
87398a1658ab81f53212931a,"[0.30,0.50];[2.07,0.05];[1.88,2.07];[1.30,1.48];[0.05,0.30];[0.88,1.05];[0.50,0.70];[1.48,1.68];[0.70,0.88];[1.05,1.30];[1.68,1.88]",v21
a73554621d505003811b86cf,"[0.30,0.50];[2.07,0.05];[1.48,1.68];[0.88,1.05];[0.05,0.30];[1.05,1.30];[1.68,1.88];[0.50,0.70];[0.70,0.88];[1.88,2.07];[1.30,1.48]",v21
8b86dd2f7951a6b151afb402,"[1.88,2.07];[1.30,1.48];[0.05,0.30];[0.70,0.88];[0.50,0.70];[1.05,1.30];[0.88,1.05];[1.68,1.88];[2.07,0.05];[1.48,1.68];[0.30,0.50]",v21
148e76a10a047fd69953da27,"[1.68,1.88];[1.48,1.68];[0.05,0.30];[0.88,1.05];[0.50,0.70];[1.88,2.07];[1.30,1.48];[0.30,0.50];[1.05,1.30];[0.70,0.88];[2.07,0.05]",v21
1a5974b629839818f17da72e,"[0.05,0.30];[0.88,1.05];[2.07,0.05];[1.88,2.07];[1.48,1.68];[0.30,0.50];[1.05,1.30];[1.30,1.48];[0.70,0.88];[1.68,1.88];[0.50,0.70]",v21
cc9884db1e27858f01bfa4dc,"[0.50,0.70];[0.30,0.50];[0.05,0.30];[1.05,1.30];[2.07,0.05];[1.30,1.48];[1.88,2.07];[1.48,1.68];[0.70,0.88];[0.88,1.05];[1.68,1.88]",v21
db44846e3d83c45fe22d8664,"[2.07,0.05];[0.88,1.05];[1.05,1.30];[0.50,0.70];[0.70,0.88];[1.30,1.48];[1.48,1.68];[1.68,1.88];[0.30,0.50];[1.88,2.07];[0.05,0.30]",v21
4c228112c81856a8a39cc737,"[1.48,1.68];[1.68,1.88];[2.07,0.05];[1.30,1.48];[0.05,0.30];[0.50,0.70];[1.88,2.07];[1.05,1.30];[0.70,0.88];[0.30,0.50];[0.88,1.05]",v21
,"[0.50,0.70];[2.07,0.05];[1.68,1.88];[1.30,1.48];[0.30,0.50];[0.05,0.30];[0.88,1.05];[1.05,1.30];[1.88,2.07];[0.70,0.88];[1.48,1.68]",v21
449dfaee27a093b028d8e01a,"[1.68,1.88];[2.07,0.05];[0.88,1.05];[1.05,1.30];[0.30,0.50];[1.48,1.68];[1.88,2.07];[1.30,1.48];[0.70,0.88];[0.05,0.30];[0.50,0.70]",v21
3cccbd9e4519ff9dad1954ea,"[1.05,1.30];[1.30,1.48];[0.88,1.05];[0.70,0.88];[1.48,1.68];[1.88,2.07];[1.68,1.88];[0.50,0.70];[0.30,0.50];[0.05,0.30];[2.07,0.05]",v21
dc6324023b33d485749692bf,"[1.68,1.88];[0.05,0.30];[1.30,1.48];[0.50,0.70];[0.30,0.50];[1.48,1.68];[1.88,2.07];[0.88,1.05];[0.70,0.88];[2.07,0.05];[1.05,1.30]",v21
4cc239531bba5fc680d9ede2,"[1.05,1.30];[2.07,0.05];[0.88,1.05];[1.88,2.07];[0.50,0.70];[1.30,1.48];[0.05,0.30];[0.30,0.50];[0.70,0.88];[1.48,1.68];[1.68,1.88]",v21
7269dbb5ef8c2e835889d7fe,"[0.05,0.30];[1.30,1.48];[1.68,1.88];[1.48,1.68];[0.30,0.50];[0.88,1.05];[2.07,0.05];[0.50,0.70];[1.88,2.07];[1.05,1.30];[0.70,0.88]",v21
05e419e13345dfa111861cd2,"[1.68,1.88];[1.05,1.30];[0.05,0.30];[0.30,0.50];[0.50,0.70];[1.88,2.07];[0.70,0.88];[1.48,1.68];[1.30,1.48];[0.88,1.05];[2.07,0.05]",v21
2edaf84e05a9b29d542b299b,"[0.05,0.30];[1.68,1.88];[1.88,2.07];[0.50,0.70];[1.48,1.68];[1.30,1.48];[0.70,0.88];[0.88,1.05];[2.07,0.05];[1.05,1.30];[0.30,0.50]",v21
07a86b35690c50235a09b9c0,"[1.48,1.68];[1.88,2.07];[0.50,0.70];[0.88,1.05];[1.05,1.30];[1.30,1.48];[0.70,0.88];[0.05,0.30];[0.30,0.50];[1.68,1.88];[2.07,0.05]",v21
0ee01e7c1c2128e1d29dd84a,"[0.88,1.05];[0.30,0.50];[0.50,0.70];[1.68,1.88];[0.05,0.30];[1.48,1.68];[1.30,1.48];[1.88,2.07];[0.70,0.88];[2.07,0.05];[1.05,1.30]",v21
33a8d71ee483442914114234,"[1.48,1.68];[0.30,0.50];[1.68,1.88];[0.05,0.30];[1.30,1.48];[0.70,0.88];[0.50,0.70];[1.88,2.07];[0.88,1.05];[1.05,1.30];[2.07,0.05]",v21
d2a3a50358b1025c8612ec3c,"[0.05,0.30];[0.88,1.05];[0.30,0.50];[0.70,0.88];[0.50,0.70];[1.05,1.30];[2.07,0.05];[1.30,1.48];[1.68,1.88];[1.48,1.68];[1.88,2.07]",v21
dc6af1581988d6a86aa4a75b,"[1.48,1.68];[1.30,1.48];[0.05,0.30];[1.88,2.07];[0.70,0.88];[0.30,0.50];[1.68,1.88];[0.50,0.70];[2.07,0.05];[0.88,1.05];[1.05,1.30]",v21
fbc7d2338c839efc41ccb4a6,"[1.30,1.48];[0.70,0.88];[1.48,1.68];[0.88,1.05];[1.68,1.88];[0.50,0.70];[2.07,0.05];[1.88,2.07];[0.30,0.50];[1.05,1.30];[0.05,0.30]",v21
,"[1.48,1.68];[0.88,1.05];[2.07,0.05];[0.05,0.30];[1.30,1.48];[0.70,0.88];[1.68,1.88];[0.30,0.50];[1.05,1.30];[1.88,2.07];[0.50,0.70]",v21
79c6b8df21b45d91f75153f6,"[1.88,2.07];[0.50,0.70];[1.05,1.30];[0.30,0.50];[0.88,1.05];[1.68,1.88];[0.70,0.88];[0.05,0.30];[2.07,0.05];[1.48,1.68];[1.30,1.48]",v21
90c006ae56958122da7b76db,"[0.30,0.50];[0.70,0.88];[0.05,0.30];[2.07,0.05];[0.88,1.05];[0.50,0.70];[1.30,1.48];[1.88,2.07];[1.68,1.88];[1.48,1.68];[1.05,1.30]",v21
d0473a2e18912852fa3b8088,"[1.30,1.48];[0.05,0.30];[1.48,1.68];[0.50,0.70];[0.30,0.50];[1.88,2.07];[1.05,1.30];[0.88,1.05];[2.07,0.05];[0.70,0.88];[1.68,1.88]",v21
c220b1466e1c092d7b6cf870,"[0.70,0.88];[1.88,2.07];[0.50,0.70];[0.88,1.05];[1.05,1.30];[0.30,0.50];[1.68,1.88];[0.05,0.30];[2.07,0.05];[1.48,1.68];[1.30,1.48]",v21
8033984163dd1d26b69c88c2,"[1.05,1.30];[0.88,1.05];[0.30,0.50];[2.07,0.05];[0.70,0.88];[1.48,1.68];[0.50,0.70];[1.30,1.48];[1.88,2.07];[1.68,1.88];[0.05,0.30]",v21
5b76db4e8c8e300f3ab3e0a6,"[0.50,0.70];[1.68,1.88];[1.48,1.68];[1.05,1.30];[1.30,1.48];[2.07,0.05];[1.88,2.07];[0.70,0.88];[0.05,0.30];[0.88,1.05];[0.30,0.50]",v21
6184b5b9b140dfe2c44daed1,"[1.68,1.88];[0.70,0.88];[0.88,1.05];[1.48,1.68];[1.30,1.48];[2.07,0.05];[0.05,0.30];[0.50,0.70];[0.30,0.50];[1.88,2.07];[1.05,1.30]",v21
099fdf333fc6a9cb0aba25e2,"[0.30,0.50];[1.48,1.68];[0.70,0.88];[2.07,0.05];[1.05,1.30];[0.88,1.05];[1.68,1.88];[0.05,0.30];[1.88,2.07];[1.30,1.48];[0.50,0.70]",v21
37e5a952a36230d97c4e5dca,"[1.05,1.30];[0.70,0.88];[1.88,2.07];[1.68,1.88];[1.30,1.48];[1.48,1.68];[2.07,0.05];[0.88,1.05];[0.50,0.70];[0.05,0.30];[0.30,0.50]",v21
4fa629ca6e74caf4d8929605,"[1.68,1.88];[0.30,0.50];[2.07,0.05];[0.50,0.70];[1.48,1.68];[0.70,0.88];[0.88,1.05];[0.05,0.30];[1.30,1.48];[1.88,2.07];[1.05,1.30]",v21
5d516251eb03dec094aa3eb9,"[0.05,0.30];[1.88,2.07];[0.88,1.05];[1.30,1.48];[1.05,1.30];[2.07,0.05];[0.70,0.88];[0.50,0.70];[1.68,1.88];[1.48,1.68];[0.30,0.50]",v21
5c4aad674298491b81360f56,"[0.30,0.50];[0.05,0.30];[0.88,1.05];[1.68,1.88];[0.50,0.70];[1.05,1.30];[1.48,1.68];[2.07,0.05];[0.70,0.88];[1.88,2.07];[1.30,1.48]",v21
0b80b6e00c54a0b016adab22,"[1.05,1.30];[2.07,0.05];[1.68,1.88];[0.30,0.50];[1.48,1.68];[1.30,1.48];[1.88,2.07];[0.88,1.05];[0.70,0.88];[0.50,0.70];[0.05,0.30]",v21
833c77e27efe7bfb0ff08ee3,"[0.70,0.88];[0.05,0.30];[0.30,0.50];[0.50,0.70];[0.88,1.05];[1.48,1.68];[1.30,1.48];[1.68,1.88];[1.05,1.30];[1.88,2.07];[2.07,0.05]",v21
4623cfe27ff7f07d9f40ed37,"[1.68,1.88];[1.48,1.68];[0.70,0.88];[1.05,1.30];[0.50,0.70];[0.88,1.05];[1.88,2.07];[0.30,0.50];[1.30,1.48];[0.05,0.30];[2.07,0.05]",v21
a4ad75b4b0fbfa415fe1f3f9,"[1.68,1.88];[1.88,2.07];[2.07,0.05];[0.05,0.30];[1.30,1.48];[1.48,1.68];[0.70,0.88];[0.88,1.05];[1.05,1.30];[0.50,0.70];[0.30,0.50]",v21
54a49581a07b2b014378e048,"[0.70,0.88];[1.30,1.48];[0.88,1.05];[2.07,0.05];[1.88,2.07];[1.68,1.88];[1.05,1.30];[0.50,0.70];[1.48,1.68];[0.05,0.30];[0.30,0.50]",v21
3378cf3f009614d5769a3011,"[1.05,1.30];[1.48,1.68];[1.68,1.88];[1.30,1.48];[0.70,0.88];[0.88,1.05];[1.88,2.07];[0.30,0.50];[0.50,0.70];[2.07,0.05];[0.05,0.30]",v21
79e81ae1dbc3906b889556c1,"[0.88,1.05];[1.48,1.68];[1.05,1.30];[0.05,0.30];[1.88,2.07];[0.30,0.50];[1.68,1.88];[0.50,0.70];[1.30,1.48];[2.07,0.05];[0.70,0.88]",v21
b994a7122d9685f57bebd1e5,"[2.07,0.05];[0.88,1.05];[1.30,1.48];[0.30,0.50];[0.05,0.30];[1.68,1.88];[1.05,1.30];[1.48,1.68];[1.88,2.07];[0.50,0.70];[0.70,0.88]",v21
76cae26b8a271b50574d282a,"[0.70,0.88];[0.30,0.50];[1.88,2.07];[0.88,1.05];[1.05,1.30];[2.07,0.05];[1.30,1.48];[0.50,0.70];[1.48,1.68];[0.05,0.30];[1.68,1.88]",v21
abc006b5bd4e4247350c060b,"[1.48,1.68];[1.88,2.07];[1.05,1.30];[0.05,0.30];[2.07,0.05];[0.88,1.05];[0.30,0.50];[0.50,0.70];[0.70,0.88];[1.68,1.88];[1.30,1.48]",v21
,"[0.88,1.05];[0.50,0.70];[0.05,0.30];[1.48,1.68];[2.07,0.05];[1.88,2.07];[1.30,1.48];[0.30,0.50];[1.05,1.30];[1.68,1.88];[0.70,0.88]",v21
,"[1.05,1.30];[0.05,0.30];[1.88,2.07];[2.07,0.05];[1.48,1.68];[0.88,1.05];[1.30,1.48];[0.70,0.88];[1.68,1.88];[0.30,0.50];[0.50,0.70]",v21
,"[1.30,1.48];[1.88,2.07];[2.07,0.05];[1.68,1.88];[1.48,1.68];[0.88,1.05];[0.05,0.30];[0.30,0.50];[1.05,1.30];[0.70,0.88];[0.50,0.70]",v21
,"[0.50,0.70];[0.70,0.88];[1.30,1.48];[0.05,0.30];[1.48,1.68];[1.68,1.88];[1.05,1.30];[1.88,2.07];[2.07,0.05];[0.88,1.05];[0.30,0.50]",v21
,"[1.30,1.48];[0.88,1.05];[0.30,0.50];[1.05,1.30];[0.50,0.70];[2.07,0.05];[1.48,1.68];[1.88,2.07];[1.68,1.88];[0.70,0.88];[0.05,0.30]",v21
,"[1.05,1.30];[1.48,1.68];[0.50,0.70];[0.88,1.05];[0.70,0.88];[1.30,1.48];[0.30,0.50];[1.88,2.07];[0.05,0.30];[2.07,0.05];[1.68,1.88]",v21
,"[0.05,0.30];[2.07,0.05];[0.88,1.05];[1.30,1.48];[0.70,0.88];[1.68,1.88];[1.88,2.07];[0.50,0.70];[1.48,1.68];[0.30,0.50];[1.05,1.30]",v21
,"[0.05,0.30];[0.88,1.05];[0.50,0.70];[1.05,1.30];[0.30,0.50];[1.30,1.48];[1.48,1.68];[0.70,0.88];[1.88,2.07];[2.07,0.05];[1.68,1.88]",v21
12e44a0b43a147bd3228ced6,"[1.68,1.88];[1.05,1.30];[0.70,0.88];[0.88,1.05];[0.30,0.50];[0.50,0.70];[1.48,1.68];[2.07,0.05];[1.88,2.07];[1.30,1.48];[0.05,0.30]",v21
c916096138281e52b014e205,"[0.05,0.30];[1.30,1.48];[1.88,2.07];[0.70,0.88];[0.30,0.50];[0.88,1.05];[0.50,0.70];[1.48,1.68];[1.05,1.30];[2.07,0.05];[1.68,1.88]",v21
654c911f56a81fb47f20a6ea,"[2.07,0.05];[1.48,1.68];[1.88,2.07];[0.30,0.50];[1.68,1.88];[0.88,1.05];[0.50,0.70];[1.05,1.30];[1.30,1.48];[0.05,0.30];[0.70,0.88]",v21
